t,input_il6,nSOCS3RNA2_Obs
0,2.5,0.00395840001517719
0,2.5,0.00462365491393984
0,2.5,0.0036499608230142
0,2.5,0.00430413531877773
0,2.5,0.00402848448532848
0,10,0.00378597586833742
0,10,0.00439097827258662
0,10,0.00429337751564433
0,10,0.00451692355778816
0,10,0.00381320787468145
0,60,0.00466661444237904
0,60,0.00324800892467154
0,60,0.00388936649967838
0,60,0.00395669373040196
0,60,0.00301834119689054
0,120,0.0042028855744572
0,120,0.0037893809036255
0,120,0.00358577553063955
0,120,0.00478809400971308
0,120,0.00441367342797312
