t,input_il6,nSOCS3RNA2_Obs
64,0,0.00321244832121665
64,0,0.00285128436086585
64,0,0.00373551283486338
64,0,0.00265463583819996
64,0,0.00132971235870382
64,0,0.00208860488941649
64,0,0.00592576785667931
64,0,0.00453184187126881
64,0.0005,0.00363698849641861
64,0.0005,0.00498583969935773
64,0.0005,0.00529250292494014
64,0.0005,0.00265192846989847
64,0.0005,0.00480900439304129
64,0.0005,0.00491272127444495
64,0.005,0.00379675879440199
64,0.005,0.00401339312588392
64,0.05,0.00410547185205777
64,0.05,0.00457330199665436
64,0.05,0.00375356483534229
64,0.05,0.00472410249448012
64,0.1,0.00410526438956931
64,0.1,0.00490053603838192
64,0.1,0.00595838639610154
64,0.1,0.00296736043056827
64,0.5,0.0063741357887172
64,0.5,0.00659264496763722
64,0.5,0.00673504116000527
64,0.5,0.00881696568807169
64,0.5,0.00450592906864653
64,0.5,0.00621053898783416
64,1,0.0110234017801024
64,1,0.0080745695346661
64,2.5,0.0141578757595122
64,2.5,0.0165160765220017
64,2.5,0.0179071183270813
64,2.5,0.0142827543984231
64,2.5,0.0174780902518373
64,2.5,0.01795838649412
64,2.5,0.0200947700448187
64,2.5,0.0192210495511989
64,5,0.0163100243147596
64,5,0.0174432338138025
64,5,0.0111362825700176
64,5,0.0106466997892494
64,5,0.00948703273358693
64,5,0.00934544872135033
64,5,0.0140110762118595
64,5,0.0107533012076452
64,10,0.0104905247275642
64,10,0.0136029471565068
64,10,0.0207135048465767
64,10,0.0188555841697841
64,25,0.018829167853564
64,25,0.0174922963473611
64,25,0.0171129751826963
64,25,0.0202735237254072
64,50,0.0186855903042461
64,50,0.0185389910719751
64,50,0.017132809499184
64,50,0.0159823264192993
64,50,0.0164147839372371
64,50,0.0164257409744795
64,50,0.0127894668898907
64,50,0.0120467888456666
64,100,0.0113785355568364
64,100,0.012234287479182
64,100,0.0143091350649122
64,100,0.0132153015384596
64,100,0.0146574675502001
64,100,0.0149401776759977
64,200,0.0188392325169376
64,200,0.0181253544929671
64,200,0.0164293957802959
64,200,0.0184170854203184
64,200,0.0187292891494898
64,200,0.0176836978885651
64,200,0.0176655629732028
64,200,0.0170745406376596
64,500,0.0186769051118061
64,500,0.0192206622402359
64,500,0.0165129123667038
64,500,0.0184938110657907
