t,input_il6,nSOCS3RNA2_Obs
1900,0.1,0.00516257570330138
1900,0.1,0.00383127909603826
1900,0.5,0.00552360137088185
1900,0.5,0.0071710980385517
1900,1,0.00744824887331219
1900,1,0.00696813537294138
1900,2.5,0.0153286063767821
1900,2.5,0.0135546270706326
1900,5,0.0177990768836389
1900,5,0.0182598559463945
1900,10,0.0105902646021672
1900,10,0.010263077851906
1900,25,0.0135034346950853
1900,25,0.0154627841873341
1900,50,0.0116947644728114
1900,50,0.0114375586031928
1900,100,0.0156502052862508
1900,100,0.0185027100601712
1900,500,0.0184476378222414
1900,500,0.0190796416886891
