t,input_il6,nSOCS3RNA2_Obs
15,0.1,0.00464435119518728
15,0.1,0.00471998218550994
15,0.1,0.00565961983801704
15,0.1,0.00658498897450937
15,1,0.00164367399671298
15,1,0.00441022999223602
15,1,0.00569805824818525
15,1,0.00747578207814917
15,5,0.00508518984506764
15,5,0.00636296455566343
15,5,0.00668576854542513
15,5,0.0071545699994875
15,10,0.00760274355018195
15,10,0.00815383177852094
15,10,0.00818809475045278
15,10,0.00906317197808562
15,50,0.0118655788283752
15,50,0.0120597071544979
15,50,0.0133548000169648
15,50,0.0138479689614533
15,100,0.0138152688743812
15,100,0.0140563407558466
15,100,0.0142353368248378
15,100,0.014726329145867
15,500,0.0143602378138425
15,500,0.0156490225393836
15,500,0.015701415346864
15,500,0.0157558261051726
