observableId	observableName	observableFormula	observableTransformation	noiseFormula	noiseDistribution
Compound_1_Obs_01	Compound_1_Obs	Glu + Ind	log10	sd10_Compound_1_Obs	normal
Compound_1_Obs_02	Compound_1_Obs	Glu + Ind	log10	sd11_Compound_1_Obs	normal
Compound_1_Obs_03	Compound_1_Obs	Glu + Ind	log10	sd12_Compound_1_Obs	normal
Compound_1_Obs_04	Compound_1_Obs	Glu + Ind	log10	sd13_Compound_1_Obs	normal
Compound_1_Obs_05	Compound_1_Obs	Glu + Ind	log10	sd14_Compound_1_Obs	normal
Compound_1_Obs_06	Compound_1_Obs	Glu + Ind	log10	sd15_Compound_1_Obs	normal
Compound_1_Obs_07	Compound_1_Obs	Glu + Ind	log10	sd16_Compound_1_Obs	normal
Compound_1_Obs_08	Compound_1_Obs	Glu + Ind	log10	sd17_Compound_1_Obs	normal
Compound_1_Obs_09	Compound_1_Obs	Glu + Ind	log10	sd18_Compound_1_Obs	normal
Compound_1_Obs_10	Compound_1_Obs	Glu + Ind	log10	sd19_Compound_1_Obs	normal
Compound_1_Obs_11	Compound_1_Obs	Glu + Ind	log10	sd1_Compound_1_Obs	normal
Compound_1_Obs_12	Compound_1_Obs	Glu + Ind	log10	sd2_Compound_1_Obs	normal
Compound_1_Obs_13	Compound_1_Obs	Glu + Ind	log10	sd3_Compound_1_Obs	normal
Compound_1_Obs_14	Compound_1_Obs	Glu + Ind	log10	sd4_Compound_1_Obs	normal
Compound_1_Obs_15	Compound_1_Obs	Glu + Ind	log10	sd5_Compound_1_Obs	normal
Compound_1_Obs_16	Compound_1_Obs	Glu + Ind	log10	sd6_Compound_1_Obs	normal
Compound_1_Obs_17	Compound_1_Obs	Glu + Ind	log10	sd7_Compound_1_Obs	normal
Compound_1_Obs_18	Compound_1_Obs	Glu + Ind	log10	sd8_Compound_1_Obs	normal
Compound_1_Obs_19	Compound_1_Obs	Glu + Ind	log10	sd9_Compound_1_Obs	normal
Compound_2_Obs_01	Compound_2_Obs	offset10_Compound_2_Obs + scale10_Compound_2_Obs*(Bac + Glu)	log10	sd10_Compound_2_Obs	normal
Compound_2_Obs_02	Compound_2_Obs	offset11_Compound_2_Obs + scale11_Compound_2_Obs*(Bac + Glu)	log10	sd11_Compound_2_Obs	normal
Compound_2_Obs_03	Compound_2_Obs	offset12_Compound_2_Obs + scale12_Compound_2_Obs*(Bac + Glu)	log10	sd12_Compound_2_Obs	normal
Compound_2_Obs_04	Compound_2_Obs	offset13_Compound_2_Obs + scale13_Compound_2_Obs*(Bac + Glu)	log10	sd13_Compound_2_Obs	normal
Compound_2_Obs_05	Compound_2_Obs	offset14_Compound_2_Obs + scale14_Compound_2_Obs*(Bac + Glu)	log10	sd14_Compound_2_Obs	normal
Compound_2_Obs_06	Compound_2_Obs	offset15_Compound_2_Obs + scale15_Compound_2_Obs*(Bac + Glu)	log10	sd15_Compound_2_Obs	normal
Compound_2_Obs_07	Compound_2_Obs	offset16_Compound_2_Obs + scale16_Compound_2_Obs*(Bac + Glu)	log10	sd16_Compound_2_Obs	normal
Compound_2_Obs_08	Compound_2_Obs	offset17_Compound_2_Obs + scale17_Compound_2_Obs*(Bac + Glu)	log10	sd17_Compound_2_Obs	normal
Compound_2_Obs_09	Compound_2_Obs	offset18_Compound_2_Obs + scale18_Compound_2_Obs*(Bac + Glu)	log10	sd18_Compound_2_Obs	normal
Compound_2_Obs_10	Compound_2_Obs	offset19_Compound_2_Obs + scale19_Compound_2_Obs*(Bac + Glu)	log10	sd19_Compound_2_Obs	normal
Compound_2_Obs_11	Compound_2_Obs	offset1_Compound_2_Obs + scale1_Compound_2_Obs*(Bac + Glu)	log10	sd1_Compound_2_Obs	normal
Compound_2_Obs_12	Compound_2_Obs	offset2_Compound_2_Obs + scale2_Compound_2_Obs*(Bac + Glu)	log10	sd2_Compound_2_Obs	normal
Compound_2_Obs_13	Compound_2_Obs	offset3_Compound_2_Obs + scale3_Compound_2_Obs*(Bac + Glu)	log10	sd3_Compound_2_Obs	normal
Compound_2_Obs_14	Compound_2_Obs	offset4_Compound_2_Obs + scale4_Compound_2_Obs*(Bac + Glu)	log10	sd4_Compound_2_Obs	normal
Compound_2_Obs_15	Compound_2_Obs	offset5_Compound_2_Obs + scale5_Compound_2_Obs*(Bac + Glu)	log10	sd5_Compound_2_Obs	normal
Compound_2_Obs_16	Compound_2_Obs	offset6_Compound_2_Obs + scale6_Compound_2_Obs*(Bac + Glu)	log10	sd6_Compound_2_Obs	normal
Compound_2_Obs_17	Compound_2_Obs	offset7_Compound_2_Obs + scale7_Compound_2_Obs*(Bac + Glu)	log10	sd7_Compound_2_Obs	normal
Compound_2_Obs_18	Compound_2_Obs	offset8_Compound_2_Obs + scale8_Compound_2_Obs*(Bac + Glu)	log10	sd8_Compound_2_Obs	normal
Compound_2_Obs_19	Compound_2_Obs	offset9_Compound_2_Obs + scale9_Compound_2_Obs*(Bac + Glu)	log10	sd9_Compound_2_Obs	normal
