t,epo_level,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs
4,2.5e-09,122.431740456601,-0.815507784826631,117.518580917393,48.4136856517234,2.58061714481652
4,2.5e-09,130.716131202074,-0.950035277381532,121.671527623018,51.9199539695671,0.691866217446321
4,2.5e-09,131.808041790281,1.02955549958877,123.386432752738,51.8815276249347,0.851372910256559
4,2.5e-08,120.587191603088,2.32197815254655,120.169667933351,48.1169016248333,0.343770944414366
4,2.5e-08,125.943491644136,2.80046162750901,119.347753009318,53.2752222769639,1.5835537229543
4,2.5e-08,128.162971289958,1.89247745370878,118.59919995728,45.7873424740427,0.0942119591209263
4,2.5e-07,122.536310416446,29.7547440886237,91.6218606036599,82.5277454468833,31.580709552895
4,2.5e-07,128.622165685284,29.3085344186547,95.4926565064414,77.5011398602062,31.6598655190288
4,2.5e-07,129.6564995442,29.0149361196037,91.7417193383898,79.615351045686,31.8488686180596
4,2.5e-06,126.724676042713,99.532464293983,49.7176304059582,155.874011162449,110.455069590711
4,2.5e-06,128.565370066732,99.2024822807654,50.4980360510775,158.232237400008,107.416881416118
4,2.5e-06,136.328969737808,103.05845571775,46.6745805848665,158.661405110281,109.092436962173
4,2.5e-05,130.549747669847,112.38109264982,63.1497034261223,169.114239954026,117.344218505639
4,2.5e-05,131.77333864895,110.590077853813,65.0001402411969,172.076146496139,117.623570377564
4,2.5e-05,132.305799365049,110.065674997664,67.6095914135686,168.86481456934,119.361012703342
