timepoint,Bac_Obs,Glu_Obs,cGlu_Obs
0,-0.0356341704006984,10.1129644969657,0.188481841400419
100,NaN,10.052091231417,NaN
150,-0.130834917768301,NaN,NaN
250,NaN,10.9843794101242,NaN
300,0.0913437232632735,NaN,NaN
350,NaN,NaN,2.07298205526935
400,NaN,10.8936130379239,NaN
450,0.233595639700351,NaN,NaN
500,NaN,8.6176529630026,NaN
600,0.0222671142409029,NaN,NaN
650,NaN,9.04459544580001,NaN
750,NaN,NaN,3.52708720050945
800,0.190573658017283,NaN,NaN
850,NaN,5.54385908505075,NaN
1000,0.661362829704193,4.34865593650742,4.83083058924261
1500,1.14971482201254,0.287798727167893,8.66205225533035
2000,1.17267315531058,-0.268022486915578,8.1344849013968
2500,1.08245583904636,-1.6312936336066,6.37676015246597
3000,1.1333214400759,NaN,5.97078705021866
3500,1.04500490827205,NaN,NaN
4000,NaN,NaN,3.76664734523032
5000,NaN,NaN,4.03305168265573
6000,NaN,NaN,2.61820321472601
7000,NaN,NaN,2.6816926756982
