timepoint,Bac_Obs,Glu_Obs,cGlu_Obs
0,-0.0289634489817901,8.20467050238629,0.0861173725353471
350,-0.00634424117358273,9.70456298646813,NaN
450,NaN,NaN,0.0123174806085255
650,-0.032201076557068,NaN,NaN
700,NaN,8.61683440545933,NaN
900,NaN,NaN,0.28120341194941
1000,-0.00761012047374218,8.89365594213137,NaN
1500,0.141283239006934,10.2773416937409,0.530826859893754
2000,0.173147975787961,10.7174559334424,0.907118674560565
2500,0.339476769262234,9.65923327433108,1.19985779748183
3000,0.521777512741981,6.7355934634095,1.45801176732687
3500,0.558463382396648,NaN,NaN
4000,NaN,5.87677483846538,1.54424554718924
4500,0.684847364099198,2.33592754778439,NaN
5000,NaN,NaN,0.974400749946407
5500,0.861191136378809,1.9066790350827,NaN
6000,NaN,NaN,0.93029799198138
7000,NaN,0.802377094996688,1.08632045200064
8500,NaN,NaN,0.530963971076975
