timepoint,Bac_Obs,Glu_Obs,cGlu_Obs
0,0.0279126673579899,9.99639742041104,1.91505661196822
35,NaN,0.0940408112291546,NaN
70,NaN,0.0139077141746719,NaN
100,NaN,0.233646312819588,NaN
150,NaN,-0.330739793874032,NaN
200,NaN,0.197415271487128,NaN
250,NaN,-0.162577216918782,NaN
350,-0.125751226412901,0.260961411057863,9.40102135358748
400,NaN,0.143157983575747,NaN
700,NaN,NaN,9.04212693575355
750,0.609817874282406,NaN,NaN
1000,0.247731440699735,NaN,6.20260522658285
1500,0.74648967889455,NaN,8.56607340472738
2000,1.17774628662229,NaN,7.39596789616054
2500,1.57407499357444,NaN,7.885897828207
3000,1.30562977858916,NaN,5.3332950146313
3500,NaN,NaN,6.05381258356765
4000,1.39152450260193,NaN,4.08631952634467
5000,1.55367953747248,NaN,5.7086037823865
6000,1.56456125115275,NaN,4.67333978004927
7000,1.46365383935978,NaN,5.72472465074515
8000,NaN,NaN,5.28714888919675
8500,1.61993709191314,NaN,NaN
