timepoint,Bac_Obs,Glu_Obs,cGlu_Obs
0,0.0663077680516075,9.31769706092254,-0.794809827688999
100,0.0750300346052551,NaN,NaN
150,NaN,8.95776284639884,NaN
250,0.00211802713671377,9.11113424317474,NaN
350,NaN,NaN,0.546405239552281
400,0.311406158468885,9.59910676739818,NaN
500,0.257681369999409,NaN,NaN
550,NaN,5.1937790014467,NaN
700,0.440996653437884,NaN,4.69544151078346
750,NaN,3.38175346585788,NaN
850,0.653072478576017,NaN,NaN
950,NaN,1.36916412627607,NaN
1000,0.766633870571364,1.44045231859497,7.39879817098374
1500,0.775604904593786,-1.1551999677574,7.56224725098802
2000,0.743889106169566,0.169640410493413,7.72994309013705
2500,NaN,-0.433743374831688,6.29312955359535
3000,NaN,NaN,3.76869854985051
3500,NaN,NaN,4.63315052231838
4000,NaN,NaN,4.11359876049825
5000,NaN,NaN,3.59806106804611
6000,NaN,NaN,4.24143413031837
7000,NaN,NaN,2.1969321842772
8000,NaN,NaN,1.4343084165559
