timepoint,Bac_Obs,Glu_Obs,cGlu_Obs
0,0.00647174879951905,9.31653573229643,1.3517946660514
150,NaN,10.2149427030786,NaN
300,NaN,9.39254269284346,NaN
350,0.0294291104592954,NaN,NaN
400,NaN,NaN,-0.727449864683452
500,NaN,9.49235938121097,NaN
650,NaN,8.47620615117712,NaN
700,-0.0501778344657645,NaN,NaN
800,NaN,NaN,0.936918796588995
850,NaN,7.23301497051867,NaN
1000,0.0473388833576455,8.5240576710631,1.80415318338127
1500,0.186305615072482,4.72821016157622,5.25908354846181
2000,0.312962098012414,1.98144391951501,7.0279460518131
2500,0.668367266084201,0.143639860244713,6.90540026929694
3000,0.786727944670258,0.129278944685217,NaN
3500,NaN,0.39565576890332,5.15498870923251
4000,0.949571858422243,NaN,4.15301517345764
5000,0.871174719624368,NaN,2.63990435732422
6000,0.915319358285072,NaN,3.95323102571376
7000,0.960271821148521,NaN,2.84432369456167
8500,0.988719754816512,NaN,2.99043422771803
