timepoint,Bac_Obs,Glu_Obs,cGlu_Obs
0,-0.0304536181961633,9.02516432585822,-1.00912934774077
150,NaN,10.990292661331,NaN
300,NaN,8.61167185017359,NaN
400,0.0276980321999926,NaN,-0.39200583630835
500,NaN,9.24703014752022,NaN
700,NaN,5.53695767450697,NaN
800,NaN,NaN,5.73198357929792
850,0.623382603885587,NaN,NaN
900,NaN,1.81021524176061,NaN
1000,NaN,1.64909592288721,7.71337883211296
1500,0.581705765590547,-1.03718857955068,8.27907560405581
2000,0.651735064078339,NaN,7.5760224896108
2500,0.512510381136298,NaN,NaN
3000,0.54203237984808,NaN,5.39731317110533
3500,0.706060912886343,NaN,1.90864121664053
4500,0.495284334067213,NaN,3.91978670563968
5500,0.554791168128325,NaN,2.49563308804178
6500,NaN,NaN,2.35310794902272
7000,0.503301941466771,NaN,NaN
8000,NaN,NaN,2.68802153131719
8500,0.492484069691959,NaN,NaN
