timepoint,Bac_Obs,Glu_Obs,cGlu_Obs
0,-0.0566076991292061,9.40582489688129,0.190330008296062
300,-0.0376576225876682,NaN,NaN
350,NaN,11.2947145173927,NaN
450,NaN,NaN,-0.0834855437124473
650,0.0262170569475855,NaN,NaN
700,NaN,11.557418646171,NaN
900,NaN,NaN,0.256430722609323
1000,0.0256669208468297,9.38110344377024,NaN
1500,0.10947799095852,9.23231933814403,0.154732298563815
2000,0.145853139887756,11.0166354010169,0.825230105928937
2500,0.263115921575594,9.72609378686097,1.05171090676681
3000,0.461807483862412,6.46703789903412,1.15226948363392
3500,0.427885578118497,NaN,NaN
4000,NaN,3.74266208639386,1.48762021658188
4500,0.76374231335197,4.05920219363677,1.61824719551075
5500,0.895220090163398,3.34616512410737,NaN
6000,NaN,NaN,1.17372058683877
7000,NaN,5.06130921989516,0.760768727390012
8500,NaN,0.980526013009718,0.659422442715413
