parameterId	parameterName	parameterScale	lowerBound	upperBound	nominalValue	estimate	objectivePriorType	objectivePriorParameters
delta_EL	delta_EL	log10	1e-05	1000	0.266072505979881	1	parameterScaleUniform	
delta_LM	delta_LM	log10	1e-05	1000	0.0117489755493953	1	parameterScaleUniform	
delta_NE	delta_NE	log10	1e-05	1000	0.0147910838816821	1	parameterScaleUniform	
mu_EE	mu_EE	log10	1e-05	1000	3.71535229097173e-05	1	parameterScaleUniform	
mu_LE	mu_LE	log10	1e-12	1000	6.30957344480194e-11	1	parameterScaleUniform	
mu_LL	mu_LL	log10	1e-10	1000	8.31763771102671e-06	1	parameterScaleUniform	
mu_N	mu_N	log10	1e-05	1000	1.44877185354476	1	parameterScaleUniform	
mu_P	mu_P	log10	7.94328234724282e-07	1000	5.24807460249772e-06	1	parameterScaleUniform	
mu_PE	mu_PE	log10	1e-11	1000	7.94328234724282e-11	1	parameterScaleUniform	
mu_PL	mu_PL	log10	1e-05	1000	2.81838293126445e-05	1	parameterScaleUniform	
rho_E	rho_E	log10	1e-05	1000	0.665273156201741	1	parameterScaleUniform	
rho_P	rho_P	log10	1e-05	1000	0.0933254300796991	1	parameterScaleUniform	
scale1_EarlyEffector_Obs	scale1_EarlyEffector_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale1_Naive_Obs	scale1_Naive_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale1_Pathogen_Obs	scale1_Pathogen_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
sd1_EarlyEffector_Obs	sd1_EarlyEffector_Obs	log10	1	100000	353.997341083435	1	parameterScaleUniform	
sd1_LateEffector_Obs	sd1_LateEffector_Obs	log10	1	100000	420.049043396199	1	parameterScaleUniform	
sd1_Memory_Obs	sd1_Memory_Obs	log10	1	100000	130.136763010746	1	parameterScaleUniform	
sd1_Naive_Obs	sd1_Naive_Obs	log10	1	100000	118.413167920876	1	parameterScaleUniform	
sd1_Pathogen_Obs	sd1_Pathogen_Obs	log10	0.0001	10	0.0303249434732963	1	parameterScaleUniform	
