t,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs,Compound_6_Obs
0,150.521091642978,0.270246122146327,2.34354585190753,-3.22386365295798
10,NaN,NaN,NaN,19.0706471936515
15,199.691664697425,0.896588767935818,2.60691652148298,NaN
25,NaN,NaN,NaN,37.1818877092225
30,126.701933441676,1.20351746084928,1.70358104769547,NaN
35,NaN,NaN,NaN,37.5839689534667
45,139.391067304042,1.27162837734287,1.17903480794658,NaN
50,NaN,NaN,NaN,68.0016782177838
60,136.505120396057,0.961203120643729,NaN,NaN
65,NaN,NaN,1.88730529518587,71.5743241592584
75,161.651597800378,NaN,NaN,NaN
80,NaN,0.774446995227931,NaN,73.488446395136
85,NaN,NaN,1.23381591945939,NaN
100,134.758501093257,0.862538941606992,2.05620761634521,62.5747593339621
150,175.393799417824,0.67721955246712,2.36633424870849,47.150184071936
200,218.036728812108,0.484695625082966,2.23954703959192,38.8008553074637
250,119.742510996536,0.416608949725779,2.19233105757176,27.8841350968038
300,169.696763592478,0.102687189150328,2.55161538335033,23.5183267571379
