t,Compound_1_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs,Compound_6_Obs
0,149.318255285419,-0.253872541583803,2.76844368561689,-10.3019417647742,10.2488684677545
10,NaN,NaN,NaN,48.2259159669886,19.5971110797431
15,124.788552354101,2.36086745395114,1.0060851853987,NaN,NaN
25,213.968182644491,2.77965744122601,NaN,55.698451647412,64.1121603286417
30,NaN,NaN,1.42710170587529,NaN,NaN
35,NaN,NaN,NaN,69.2291348122924,68.2643129407312
40,233.676091864032,2.03634798695069,NaN,NaN,NaN
45,NaN,NaN,1.60674924004557,NaN,NaN
50,NaN,NaN,NaN,81.8267852326869,111.472361369297
55,153.28900791062,2.0126870874019,NaN,NaN,NaN
60,NaN,NaN,1.40816131864012,105.264878882337,NaN
65,NaN,NaN,NaN,NaN,88.0918289463744
70,151.026354717354,1.85211912660635,NaN,NaN,NaN
75,NaN,NaN,1.55795743690574,NaN,NaN
80,NaN,NaN,NaN,92.6925797021768,84.861773005798
85,NaN,1.7607119627379,NaN,NaN,NaN
90,143.184721153984,NaN,NaN,NaN,NaN
95,NaN,NaN,1.92757786217032,94.6766630309114,70.0821485343434
100,148.480922770769,1.88757137236629,2.38834565688048,92.0264993233843,97.5204851104484
150,142.058820082036,1.27824895361714,2.39470309588151,59.4391043782275,45.5803030544132
200,165.496435522062,0.804947796848178,3.00057203067909,60.9019311227337,46.4576910720378
250,152.363502440104,0.24219875875722,2.80305546771142,66.0358482949999,71.7109751495651
300,121.248430349529,0.697893195040071,3.08661411504714,36.873421898167,34.994492197913
