t,Compound_3_Obs,Compound_7_Obs,Compound_8_Obs
0,32.8189004067514,121.993371873892,-1.77586657983354
10,49.0871532301013,86.1641006080772,-4.66175176168025
25,26.3812383850771,74.4205098208976,0.656801598369887
35,NaN,NaN,13.7550543180013
40,53.6079324768329,101.880778145553,NaN
50,51.4214063228113,79.685455431284,12.1198837993437
65,32.9609366197441,92.1210298677593,17.3079082627192
80,NaN,84.7749933505996,15.7520816954049
85,55.1650195238235,NaN,NaN
100,61.7816951681259,112.469917255692,22.2533122104139
150,68.9855032405101,95.2390870761832,36.1721883685162
200,53.3528199630953,114.070753064814,36.1172061794166
250,63.6169939903057,109.738713065922,27.2663226443462
300,71.4791749081386,99.5070269217653,24.8173520264503
