t,Compound_3_Obs,Compound_7_Obs,Compound_8_Obs
0,48.5093330129879,72.0416239665717,0.0919777817472626
15,48.7744374118922,105.370880985607,0.133098710491586
30,44.3438352738361,125.89160871364,0.121313709947996
45,40.6872652843244,127.608429455026,NaN
50,NaN,NaN,0.120133754868946
60,31.9926584990207,96.3853108432861,NaN
70,NaN,NaN,0.216957453743103
80,47.9186793686308,151.955645317406,NaN
90,NaN,NaN,0.134021594459201
100,29.7882274647287,118.130277143369,0.154552722929124
150,50.0578145124914,111.532422634036,0.162823530592195
200,34.9608805557751,136.74891364402,0.182792678885212
250,46.6390308443975,116.468069586521,0.241018282717705
300,32.4211603573797,NaN,NaN
