t,Compound_1_Obs,Compound_5_Obs,Compound_6_Obs
0,2.20417962204008,0.00281773812650651,18.8587390064186
4.5,NaN,NaN,17.4241498268366
5,2.57378007500758,NaN,NaN
7.5,NaN,-0.00030458584866761,NaN
9.5,NaN,NaN,21.1564670972719
10,2.65491240760617,NaN,NaN
15,2.13828387648483,-0.000315786992724628,19.5818787064737
20,2.58306253846133,NaN,19.4143514621575
25,2.62336287463449,-0.000369837579838456,NaN
30,NaN,NaN,21.0938326161897
35,2.75420324685619,-0.000413989294407852,18.5799471980244
45,2.67968897356625,-0.000429081198457029,NaN
55,2.5075635387552,-0.000475862982387645,NaN
65,2.42601762233126,NaN,NaN
80,2.70283108661495,NaN,NaN
