t,Compound_3_Obs,Compound_7_Obs,Compound_8_Obs
0,28.9798395258295,125.340399274322,0.388204321881833
5.5,48.4999935867665,NaN,NaN
6.5,NaN,NaN,0.115659517789549
7.5,NaN,44.6975810024321,NaN
10,48.1562673196708,NaN,NaN
15,43.8699231329613,41.2919464586809,12.9716781955175
20,NaN,NaN,13.1159650164003
25,32.5508349627268,59.015916166669,15.0171548864231
30,38.213195831118,21.6779022090251,NaN
35,NaN,NaN,26.4167436274117
40,57.1470119665739,68.200606396412,NaN
45,NaN,NaN,20.7171488052991
50,56.6278584147316,59.5842582522809,NaN
55,NaN,NaN,12.3675763399739
60,54.9579978437548,NaN,NaN
65,NaN,62.9530795061564,21.1524738668197
75,33.8801532914761,108.463161176721,NaN
80,NaN,NaN,36.3019714410522
90,67.63949065827,NaN,NaN
95,NaN,63.4370431922893,32.4127923008369
100,68.1435348290848,75.2051621148674,36.2894405459552
150,NaN,106.52667529378,53.1330357071014
200,NaN,126.373246270967,NaN
