t,Compound_3_Obs,Compound_7_Obs,Compound_8_Obs
0,39.6767620215997,52.3657162929985,0.0908781507437308
10,NaN,47.7273113803507,0.911357427329913
15,36.9992630240154,NaN,NaN
20,NaN,NaN,2.17161733490196
25,NaN,52.2687509471614,NaN
30,37.2261313324094,NaN,2.13725353330075
35,NaN,48.8467452978494,NaN
45,NaN,NaN,1.46689536681102
50,44.20179823957,46.3333196060425,NaN
60,NaN,NaN,1.15171627253866
65,36.4332158177252,45.1126139809318,NaN
75,NaN,NaN,0.904179228845689
80,NaN,60.1714874998899,NaN
85,42.8117008463842,NaN,NaN
95,NaN,NaN,0.896566030393044
100,39.5696756506723,61.9095152935412,0.857495148182287
150,42.6952022170212,56.6228026118872,0.632588011117108
200,38.8459337301695,57.2939354075815,NaN
250,42.1693953908067,NaN,NaN
300,34.2574858870268,NaN,NaN
