t,Compound_1_Obs,Compound_4_Obs,Compound_5_Obs,Compound_6_Obs
0,2.75793431131664,18.9581006638553,0.00252064879959956,28.1028977647514
10,NaN,10.4215985421205,0.00369812941231624,NaN
15,1.90797582470749,NaN,NaN,17.0864480465257
25,NaN,12.1182877755353,0.00329082075755104,22.9671615165117
35,1.39073457707579,NaN,NaN,NaN
40,NaN,13.4902846935382,0.00330094726604827,30.5386117050192
55,2.60260570444865,11.1561343157812,0.00339635595112718,NaN
60,NaN,NaN,NaN,24.1089112335134
70,NaN,6.95216192663268,NaN,NaN
75,NaN,NaN,0.00256703958238415,NaN
80,1.99876513783056,NaN,NaN,31.155983580237
90,NaN,16.7748219476018,NaN,NaN
95,NaN,NaN,0.00386268891128662,NaN
100,2.61257062350143,NaN,NaN,23.6580440268521
