t,epo_level,Compound_3_Obs,Compound_7_Obs,Compound_8_Obs
15,2.5e-09,27.4793741134008,89.3871119882822,-1.87487368448449
15,2.5e-09,32.7769954447902,122.603021655362,-0.645870844200951
15,2.5e-09,67.835297774012,89.8218889089772,-1.27558249847641
15,2.5e-08,24.1631672642647,79.3264849725958,0.240915129632917
15,2.5e-08,40.9119502515047,94.3330581472155,1.10960261188771
15,2.5e-08,41.7146619379666,114.926811147927,1.26357869465702
15,1.25e-07,43.0982128773203,72.2668736584857,3.57024418810633
15,1.25e-07,51.2692222702438,85.6544241376629,3.25663845952328
15,1.25e-07,54.2540217515037,66.6792784387082,3.91351766429553
15,2.5e-07,22.2522321223362,48.6281793425225,4.40417886320111
15,2.5e-07,39.8377946718443,36.8924263062732,7.25725239193138
15,2.5e-07,55.1447017782642,64.7122347132274,4.65672776260889
15,1.25e-06,32.4126786184715,36.5853335784254,7.32943356056099
15,1.25e-06,47.2754756467727,58.7361624227185,9.73414710144009
15,1.25e-06,47.789648512666,19.5921615579964,9.5341665839504
15,2.5e-06,41.44892775119,21.2746754205502,10.6482671589206
15,2.5e-06,42.6369519841094,52.5528057738439,9.18322784248557
15,2.5e-06,55.546569836997,41.0698206549351,7.60222586927359
