t,Compound_3_Obs,Compound_7_Obs,Compound_8_Obs
0,45.0316963904329,41.2427079218935,0.626473119337054
15,54.0729615670606,50.3021589167989,1.78493494804252
30,NaN,51.4306212936989,1.94036290872677
35,42.7989794039007,NaN,NaN
45,NaN,36.7615220937317,1.04962086753657
50,44.6704912810503,NaN,NaN
60,NaN,47.6256859276927,0.949578137719113
70,32.7160937093175,NaN,NaN
75,NaN,NaN,0.900433319346712
80,NaN,23.6920014252675,NaN
90,46.0623580836533,NaN,NaN
95,NaN,NaN,1.1221693989212
100,43.8102663195281,56.419644599201,0.483990899027551
150,45.0044065959805,68.6041259592567,0.861472383457313
200,29.0881097919523,31.4478177330172,0.483444010354871
250,29.5460212212246,61.8622409154385,0.915669068529079
300,40.313383984735,NaN,NaN
