t,epo_level,Compound_3_Obs,Compound_7_Obs,Compound_8_Obs
7,0,11.2324430184725,13.7708955799046,4.86641678837213
7,0,12.2491385775341,8.21683152009756,-0.378062310245207
7,4.2857e-08,8.75651090321186,12.8266466907422,4.0119397890496
7,4.2857e-08,11.0483238268078,24.0320486621814,-11.1695311783402
7,1.4286e-07,8.14396065358765,14.456223205245,0.792533238077422
7,1.4286e-07,9.05160963983895,22.720252478287,0.585775608903067
7,4.2857e-07,5.51424282357748,21.4786456305402,2.17057703315371
7,4.2857e-07,9.32066573208879,21.3143818118627,-2.02408961626625
7,1.4286e-06,9.03371106378831,23.6548913663105,-2.43373033572303
7,1.4286e-06,11.6259940517788,13.9470509702934,4.54129800175272
7,4.2857e-06,10.2587929286929,13.845282646734,-0.0115601477300258
7,4.2857e-06,13.4050154265512,11.5155032695483,-1.38587374280013
7,1.4286e-05,17.8824041433694,19.4727327034771,35.4265483923876
7,1.4286e-05,19.1857644746152,9.23002332610716,31.1523890001404
7,4.2857e-05,37.3937534621557,39.0684637999768,70.3709408489673
7,4.2857e-05,43.1990464831154,27.5657019779211,67.2953194729139
