t,Compound_3_Obs,Compound_7_Obs,Compound_8_Obs
0,9.79561044712525,13.9824736193294,-4.00616319136175
10,40.7535670514025,49.8270822635519,63.7053134437232
20,13.6093355906563,20.2414930677773,14.2047234336319
35,9.96253688230249,9.60594119942223,6.50398010670162
45,8.15849910801049,20.5463714085781,NaN
50,NaN,NaN,1.98555939784711
60,7.81538973463153,11.4604005080254,NaN
65,NaN,NaN,2.00094057464371
80,9.79952772433558,19.2393940620688,-2.90792716028976
95,NaN,24.1311897660092,NaN
100,4.6131579160226,17.4551323626006,-1.80874240736431
150,10.6287783805472,26.2041123085114,8.64519281813693
