t,Compound_1_Obs,Compound_5_Obs,Compound_6_Obs
0,2.28122554578505,-0.0191254638295104,20.3015221219568
15,NaN,1.35389202242427,NaN
25,NaN,NaN,19.5350259403236
30,2.25397511980478,-0.0309120501885994,NaN
50,NaN,0.0153910691559625,NaN
55,NaN,NaN,18.3319339316731
60,2.03492582049631,NaN,NaN
70,NaN,0.0421363969786922,NaN
85,NaN,NaN,19.7979887114398
90,NaN,0.0587374562494849,NaN
95,1.43378402379677,NaN,NaN
100,NaN,0.0443579124265293,17.9159193973686
150,1.49580100558991,0.105738638025757,22.17072269814
200,1.39383199457432,0.0810109577585274,18.2455462175525
250,1.69990498418489,NaN,15.9758695969295
300,1.58112887053557,NaN,NaN
