t,epo_level,Compound_3_Obs,Compound_7_Obs,Compound_8_Obs
10,2.5e-09,36.6210229107009,122.848815701837,-0.304924398183285
10,2.5e-09,41.1872232003163,150.27841245865,-0.326009480720847
10,2.5e-09,50.435725361662,147.103873532979,1.17427192331411
10,2.5e-08,29.8347765077399,120.186624444419,0.579114819720727
10,2.5e-08,42.514508777094,97.5876621789054,1.13586326727545
10,2.5e-08,44.0946388658907,112.725253741532,0.656278237496724
10,2.5e-07,21.7422579197443,33.8571092119079,3.34113707424117
10,2.5e-07,45.1388834028795,78.3133005922542,3.15971408414227
10,2.5e-07,51.4423198633909,24.7204810206036,3.43967469439116
10,2.5e-06,28.6495201830271,24.9328355330887,4.26418288697993
10,2.5e-06,49.5850613256033,45.1889292324793,4.64391416078379
10,2.5e-06,51.1056381418205,45.8144651217374,4.44659176409625
10,2.5e-05,29.1439575844653,61.4099680684179,4.87444030439168
10,2.5e-05,34.1020400709025,28.6620813779324,4.80674621385765
10,2.5e-05,41.5329699714512,70.1199808407763,5.91384069891952
