t,Compound_3_Obs,Compound_7_Obs,Compound_8_Obs
0,49.7337946110376,132.457620799766,-0.485269337209719
15,NaN,49.5896846755363,NaN
20,38.3544385622054,NaN,9.78193292055908
30,NaN,29.2940630016461,NaN
35,44.5175861934006,NaN,NaN
40,NaN,NaN,15.1696135924714
45,NaN,32.6347818156869,NaN
55,33.7558466023791,NaN,NaN
60,NaN,64.4479143893168,13.9823655858853
75,32.5465320659853,NaN,NaN
80,NaN,88.0973473402347,6.83941383391767
95,NaN,104.73692669014,NaN
100,30.9902515978901,77.5029021887605,-1.18082716466508
150,9.83064507580802,104.348568791967,-13.1072876109266
200,15.7730881646532,88.9475871232333,-19.294793162685
250,19.9773065585611,114.017259043734,-16.7639692127294
300,22.9682339905199,139.235393501037,-14.2319572028549
350,20.4605126873725,96.4353761935418,-12.3387111415976
450,29.7539391176468,NaN,-8.69921092811376
