t,Compound_1_Obs,Compound_4_Obs,Compound_5_Obs,Compound_6_Obs
0,2.92994693361584,-29.0118041570686,-0.010468870703122,19.1179007305915
8.5,NaN,1235.66235498839,NaN,NaN
15,NaN,NaN,1.33432023135311,NaN
20,NaN,4873.13113028568,NaN,NaN
25,NaN,3547.3312196635,NaN,NaN
30,NaN,NaN,-0.0135616633184501,17.6320812932745
35,2.6846604569482,NaN,NaN,NaN
40,NaN,2191.79380750533,NaN,NaN
50,NaN,818.565792324435,-0.0450902454387518,NaN
60,NaN,NaN,NaN,16.3487609799603
65,NaN,285.235282929805,NaN,NaN
70,NaN,NaN,0.0100573535769469,NaN
75,1.3065851472195,NaN,NaN,NaN
80,NaN,240.002202780138,NaN,NaN
90,NaN,NaN,-0.019629016271156,NaN
95,NaN,NaN,NaN,17.8318667352911
100,2.0422567806541,286.14234705998,0.134465315853393,NaN
150,1.03047629385152,NaN,0.0861725881024583,22.5353018494212
200,1.24017549428739,NaN,0.113069732729767,9.08803405058706
250,NaN,NaN,NaN,22.1132436904712
300,1.41447410769747,NaN,NaN,NaN
350,1.9002856713893,NaN,NaN,NaN
