t,epo_level,PTP_Obs,nSTAT5_Obs
6,2.5e-09,38.0726468402539,-0.00230377169776479
6,7.905e-09,36.1721565533851,0.00554052523933275
6,7.905e-09,36.2175588429386,0.0126652667990028
6,7.905e-09,41.668114485627,-0.0131572526380893
6,1.25e-08,38.0513820786492,-0.0091574117166303
6,1.25e-08,38.9358985099858,-0.0198299577482327
6,1.25e-08,42.7550262196098,0.000752423654197784
6,1.75e-08,39.6789922106817,0.00714866224035174
6,1.75e-08,39.8486333509659,0.0107564202486677
6,1.75e-08,44.6996642009094,0.00706133508723266
6,2.5e-08,35.5980624212882,0.0190825313040675
6,2.5e-08,38.4816673254193,0.00444170741132886
6,2.5e-08,48.3165228767425,0.00222690150462531
6,3.95e-08,42.4440980517183,0.0138831199943294
6,7.9e-08,36.3083926000273,0.0698421795105812
6,7.9e-08,42.1684481401047,0.0602085485824365
6,7.9e-08,48.3953753889556,0.0664576513220305
6,1.25e-07,37.1567038673572,0.107599060459945
6,1.7675e-07,46.9442003117435,0.159850021451443
6,2.5e-07,36.0012059671966,0.178747385647294
6,2.5e-07,36.8535900440925,0.201096015091121
6,2.5e-07,38.6621955947542,0.22096441156798
6,7.905e-07,43.1199665139417,0.329945523582359
6,2.5e-06,33.5638844068508,0.424501136839268
