parameterId	parameterName	parameterScale	lowerBound	upperBound	nominalValue	estimate	objectivePriorType	objectivePriorParameters
AC_total	AC_total	log10	1e-05	1000	1	0	parameterScaleUniform	
KD_Fsk	KD_Fsk	log10	1e-05	1000	17.3780082874938	1	parameterScaleUniform	
KD_H89	KD_H89	log10	1e-05	1000	0.0776247116628692	1	parameterScaleUniform	
KD_IBMX	KD_IBMX	log10	1e-05	1000	23.4422881531992	1	parameterScaleUniform	
KD_PDE_Csub	KD_PDE_Csub	lin	-5	3	0	0	parameterScaleUniform	
KD_cAMP	KD_cAMP	log10	1e-05	1000	4.37522105158252	1	parameterScaleUniform	
PDE_total	PDE_total	log10	1e-05	1000	1	0	parameterScaleUniform	
RII2_total	RII2_total	log10	1e-05	1000	1	0	parameterScaleUniform	
kdeg_cAMP	kdeg_cAMP	log10	1e-05	1000	1e-05	1	parameterScaleUniform	
kdeg_cAMP_free	kdeg_cAMP_free	log10	1e-05	1000	8.72971368388112	1	parameterScaleUniform	
kdp_AC	kdp_AC	lin	-5	3	0	0	parameterScaleUniform	
kf_Fsk	kf_Fsk	log10	1e-05	12589.2541179417	1905.46071796325	1	parameterScaleUniform	
kf_H89	kf_H89	log10	1e-05	1000	0.00102329299228075	1	parameterScaleUniform	
kf_PDE_Csub	kf_PDE_Csub	lin	-5	3	0	0	parameterScaleUniform	
kf_RII_2__RII_C_2	kf_RII_2__RII_C_2	log10	1e-05	100000	1.14287833478977	1	parameterScaleUniform	
kf_RII_C_2__RII_2	kf_RII_C_2__RII_2	log10	1e-05	1000	0.0251188643150958	1	parameterScaleUniform	
kf_RII_C_2__RIIp_C_2	kf_RII_C_2__RIIp_C_2	log10	1e-05	1000	0.0295120922666639	1	parameterScaleUniform	
kf_RIIp_2__RII_2	kf_RIIp_2__RII_2	log10	1e-05	1000	0.0208929613085404	1	parameterScaleUniform	
kf_RIIp_C_2__RII_C_2	kf_RIIp_C_2__RII_C_2	log10	1e-05	1000	0.0165958690743756	1	parameterScaleUniform	
kf_RIIp_cAMP_C_2__RIIp_2	kf_RIIp_cAMP_C_2__RIIp_2	log10	1e-05	1000	0.0977237220955811	1	parameterScaleUniform	
kf_cAMP	kf_cAMP	log10	1e-05	1000	0.960284679209381	1	parameterScaleUniform	
ki_IBMX	ki_IBMX	log10	1e-05	1000	549.540873857625	1	parameterScaleUniform	
ki_Rp8_Br_cAMPS_pAB	ki_Rp8_Br_cAMPS_pAB	log10	1e-05	1000	3.89941986676543	1	parameterScaleUniform	
ki_Rp8_pCPT_cAMPS_pAB	ki_Rp8_pCPT_cAMPS_pAB	log10	1e-05	1000	7.36207097494736	1	parameterScaleUniform	
ki_Rp_cAMPS_pAB	ki_Rp_cAMPS_pAB	log10	1e-05	1000	0.0091201083935591	1	parameterScaleUniform	
ki_Sp8_Br_cAMPS_AM	ki_Sp8_Br_cAMPS_AM	log10	1e-05	1000	0.257632115700258	1	parameterScaleUniform	
kp_AC	kp_AC	lin	-5	3	0	0	parameterScaleUniform	
ks_AC_cAMP	ks_AC_cAMP	log10	1e-05	1000	0.519995996533516	1	parameterScaleUniform	
rel_open	rel_open	log10	1e-05	1	0.301995172040202	1	parameterScaleUniform	
scale10_AC_Fsk_Obs	scale10_AC_Fsk_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale10_RII_2_Obs	scale10_RII_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale10_RIIp_cAMP_C_2_Obs	scale10_RIIp_cAMP_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale10_pAC_Fsk_Obs	scale10_pAC_Fsk_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale11_RII_2_Obs	scale11_RII_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale11_RIIp_cAMP_C_2_Obs	scale11_RIIp_cAMP_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale11_pAC_Fsk_Obs	scale11_pAC_Fsk_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale12_RII_2_Obs	scale12_RII_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale12_RIIp_cAMP_C_2_Obs	scale12_RIIp_cAMP_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale12_pAC_Fsk_Obs	scale12_pAC_Fsk_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale13_RII_2_Obs	scale13_RII_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale13_RIIp_cAMP_C_2_Obs	scale13_RIIp_cAMP_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale13_pAC_Fsk_Obs	scale13_pAC_Fsk_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale14_RII_2_Obs	scale14_RII_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale14_RIIp_cAMP_C_2_Obs	scale14_RIIp_cAMP_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale15_RII_2_Obs	scale15_RII_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale15_RIIp_cAMP_C_2_Obs	scale15_RIIp_cAMP_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale16_RII_2_Obs	scale16_RII_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale16_RIIp_cAMP_C_2_Obs	scale16_RIIp_cAMP_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale17_RII_2_Obs	scale17_RII_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale17_RIIp_cAMP_C_2_Obs	scale17_RIIp_cAMP_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale18_RII_2_Obs	scale18_RII_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale18_RIIp_cAMP_C_2_Obs	scale18_RIIp_cAMP_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale19_RII_2_Obs	scale19_RII_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale19_RIIp_cAMP_C_2_Obs	scale19_RIIp_cAMP_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale1_AC_Fsk_Obs	scale1_AC_Fsk_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale1_AC_Obs	scale1_AC_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale1_RII_2_Obs	scale1_RII_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale1_RII_C_2_Obs	scale1_RII_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale1_RIIp_C_2_Obs	scale1_RIIp_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale1_RIIp_Rp8_Br_cAMPS_C_2_Obs	scale1_RIIp_Rp8_Br_cAMPS_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale1_RIIp_Rp8_pCPT_cAMPS_C_2_Obs	scale1_RIIp_Rp8_pCPT_cAMPS_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale1_RIIp_Sp8_Br_cAMPS_2_Obs	scale1_RIIp_Sp8_Br_cAMPS_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale1_RIIp_Sp8_Br_cAMPS_C_2_Obs	scale1_RIIp_Sp8_Br_cAMPS_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale1_RIIp_cAMP_C_2_Obs	scale1_RIIp_cAMP_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale1_Rp8_pCPT_cAMPS_Obs	scale1_Rp8_pCPT_cAMPS_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale1_Sp8_Br_cAMPS_Obs	scale1_Sp8_Br_cAMPS_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale1_pAC_Fsk_Obs	scale1_pAC_Fsk_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale1_pAC_Obs	scale1_pAC_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale20_RII_2_Obs	scale20_RII_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale20_RIIp_cAMP_C_2_Obs	scale20_RIIp_cAMP_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale21_RII_2_Obs	scale21_RII_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale21_RIIp_cAMP_C_2_Obs	scale21_RIIp_cAMP_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale22_RII_2_Obs	scale22_RII_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale22_RIIp_cAMP_C_2_Obs	scale22_RIIp_cAMP_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale23_RII_2_Obs	scale23_RII_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale23_RIIp_cAMP_C_2_Obs	scale23_RIIp_cAMP_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale24_RII_2_Obs	scale24_RII_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale24_RIIp_cAMP_C_2_Obs	scale24_RIIp_cAMP_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale25_RII_2_Obs	scale25_RII_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale25_RIIp_cAMP_C_2_Obs	scale25_RIIp_cAMP_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale26_RII_2_Obs	scale26_RII_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale26_RIIp_cAMP_C_2_Obs	scale26_RIIp_cAMP_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale27_RII_2_Obs	scale27_RII_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale27_RIIp_cAMP_C_2_Obs	scale27_RIIp_cAMP_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale28_RIIp_cAMP_C_2_Obs	scale28_RIIp_cAMP_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale29_RIIp_cAMP_C_2_Obs	scale29_RIIp_cAMP_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale2_AC_Fsk_Obs	scale2_AC_Fsk_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale2_AC_Obs	scale2_AC_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale2_RII_2_Obs	scale2_RII_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale2_RII_C_2_Obs	scale2_RII_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale2_RIIp_C_2_Obs	scale2_RIIp_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale2_RIIp_Rp8_Br_cAMPS_C_2_Obs	scale2_RIIp_Rp8_Br_cAMPS_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale2_RIIp_Rp8_pCPT_cAMPS_C_2_Obs	scale2_RIIp_Rp8_pCPT_cAMPS_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale2_RIIp_Sp8_Br_cAMPS_2_Obs	scale2_RIIp_Sp8_Br_cAMPS_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale2_RIIp_cAMP_C_2_Obs	scale2_RIIp_cAMP_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale2_Sp8_Br_cAMPS_Obs	scale2_Sp8_Br_cAMPS_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale2_pAC_Fsk_Obs	scale2_pAC_Fsk_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale2_pAC_Obs	scale2_pAC_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale3_AC_Fsk_Obs	scale3_AC_Fsk_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale3_AC_Obs	scale3_AC_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale3_RII_2_Obs	scale3_RII_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale3_RII_C_2_Obs	scale3_RII_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale3_RIIp_C_2_Obs	scale3_RIIp_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale3_RIIp_Rp8_Br_cAMPS_C_2_Obs	scale3_RIIp_Rp8_Br_cAMPS_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale3_RIIp_Sp8_Br_cAMPS_2_Obs	scale3_RIIp_Sp8_Br_cAMPS_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale3_RIIp_cAMP_C_2_Obs	scale3_RIIp_cAMP_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale3_pAC_Fsk_Obs	scale3_pAC_Fsk_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale3_pAC_Obs	scale3_pAC_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale4_AC_Fsk_Obs	scale4_AC_Fsk_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale4_RII_2_Obs	scale4_RII_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale4_RIIp_C_2_Obs	scale4_RIIp_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale4_RIIp_Sp8_Br_cAMPS_2_Obs	scale4_RIIp_Sp8_Br_cAMPS_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale4_RIIp_cAMP_C_2_Obs	scale4_RIIp_cAMP_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale4_pAC_Fsk_Obs	scale4_pAC_Fsk_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale4_pAC_Obs	scale4_pAC_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale5_AC_Fsk_Obs	scale5_AC_Fsk_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale5_RII_2_Obs	scale5_RII_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale5_RIIp_Sp8_Br_cAMPS_2_Obs	scale5_RIIp_Sp8_Br_cAMPS_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale5_RIIp_cAMP_C_2_Obs	scale5_RIIp_cAMP_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale5_pAC_Fsk_Obs	scale5_pAC_Fsk_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale6_AC_Fsk_Obs	scale6_AC_Fsk_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale6_RII_2_Obs	scale6_RII_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale6_RIIp_Sp8_Br_cAMPS_2_Obs	scale6_RIIp_Sp8_Br_cAMPS_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale6_RIIp_cAMP_C_2_Obs	scale6_RIIp_cAMP_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale6_pAC_Fsk_Obs	scale6_pAC_Fsk_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale7_AC_Fsk_Obs	scale7_AC_Fsk_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale7_RII_2_Obs	scale7_RII_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale7_RIIp_cAMP_C_2_Obs	scale7_RIIp_cAMP_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale7_pAC_Fsk_Obs	scale7_pAC_Fsk_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale8_AC_Fsk_Obs	scale8_AC_Fsk_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale8_RII_2_Obs	scale8_RII_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale8_RIIp_cAMP_C_2_Obs	scale8_RIIp_cAMP_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale8_pAC_Fsk_Obs	scale8_pAC_Fsk_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale9_AC_Fsk_Obs	scale9_AC_Fsk_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale9_RII_2_Obs	scale9_RII_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale9_RIIp_cAMP_C_2_Obs	scale9_RIIp_cAMP_C_2_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale9_pAC_Fsk_Obs	scale9_pAC_Fsk_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
sd10_AC_Fsk_Obs	sd10_AC_Fsk_Obs	log10	0.001	100	0.417186263331433	1	parameterScaleUniform	
sd10_RII_2_Obs	sd10_RII_2_Obs	log10	0.0001	10	0.0492152845016172	1	parameterScaleUniform	
sd10_RIIp_cAMP_C_2_Obs	sd10_RIIp_cAMP_C_2_Obs	log10	0.0001	10	0.0386544946598284	1	parameterScaleUniform	
sd10_pAC_Fsk_Obs	sd10_pAC_Fsk_Obs	log10	0.001	100	0.432603471313871	1	parameterScaleUniform	
sd11_RII_2_Obs	sd11_RII_2_Obs	log10	0.0001	10	0.0615035239306976	1	parameterScaleUniform	
sd11_RIIp_cAMP_C_2_Obs	sd11_RIIp_cAMP_C_2_Obs	log10	0.0001	10	0.0332047335797507	1	parameterScaleUniform	
sd11_pAC_Fsk_Obs	sd11_pAC_Fsk_Obs	log10	0.001	100	0.430903478523175	1	parameterScaleUniform	
sd12_RII_2_Obs	sd12_RII_2_Obs	log10	0.0001	10	0.0153426366485928	1	parameterScaleUniform	
sd12_RIIp_cAMP_C_2_Obs	sd12_RIIp_cAMP_C_2_Obs	log10	0.0001	10	0.0267423765708899	1	parameterScaleUniform	
sd12_pAC_Fsk_Obs	sd12_pAC_Fsk_Obs	log10	0.001	100	0.437230047435443	1	parameterScaleUniform	
sd13_RII_2_Obs	sd13_RII_2_Obs	log10	0.0001	10	0.0154312106565779	1	parameterScaleUniform	
sd13_RIIp_cAMP_C_2_Obs	sd13_RIIp_cAMP_C_2_Obs	log10	0.0001	10	0.0752315483186872	1	parameterScaleUniform	
sd13_pAC_Fsk_Obs	sd13_pAC_Fsk_Obs	log10	0.001	100	0.405788747591729	1	parameterScaleUniform	
sd14_RII_2_Obs	sd14_RII_2_Obs	log10	0.0001	10	0.0161882536264211	1	parameterScaleUniform	
sd14_RIIp_cAMP_C_2_Obs	sd14_RIIp_cAMP_C_2_Obs	log10	1e-06	0.1	0.00043042748948833	1	parameterScaleUniform	
sd15_RII_2_Obs	sd15_RII_2_Obs	log10	0.0001	10	0.0174702854076343	1	parameterScaleUniform	
sd15_RIIp_cAMP_C_2_Obs	sd15_RIIp_cAMP_C_2_Obs	log10	0.0001	10	0.0876395219629876	1	parameterScaleUniform	
sd16_RII_2_Obs	sd16_RII_2_Obs	log10	0.0001	10	0.0198792502104188	1	parameterScaleUniform	
sd16_RIIp_cAMP_C_2_Obs	sd16_RIIp_cAMP_C_2_Obs	log10	1e-06	0.1	0.000113684171209331	1	parameterScaleUniform	
sd17_RII_2_Obs	sd17_RII_2_Obs	log10	0.0001	10	0.0185054648979471	1	parameterScaleUniform	
sd17_RIIp_cAMP_C_2_Obs	sd17_RIIp_cAMP_C_2_Obs	log10	1e-06	0.1	0.000992430265046778	1	parameterScaleUniform	
sd18_RII_2_Obs	sd18_RII_2_Obs	log10	0.0001	10	0.0199067333898719	1	parameterScaleUniform	
sd18_RIIp_cAMP_C_2_Obs	sd18_RIIp_cAMP_C_2_Obs	log10	1e-06	0.1	0.00081846478813479	1	parameterScaleUniform	
sd19_RII_2_Obs	sd19_RII_2_Obs	log10	0.0001	10	0.0150175815854126	1	parameterScaleUniform	
sd19_RIIp_cAMP_C_2_Obs	sd19_RIIp_cAMP_C_2_Obs	log10	1e-06	0.1	0.000938642036672136	1	parameterScaleUniform	
sd1_AC_Fsk_Obs	sd1_AC_Fsk_Obs	log10	0.001	100	0.426658104890694	1	parameterScaleUniform	
sd1_AC_Obs	sd1_AC_Obs	log10	0.001	100	0.411718137993871	1	parameterScaleUniform	
sd1_RII_2_Obs	sd1_RII_2_Obs	log10	0.0001	10	0.0199894111123566	1	parameterScaleUniform	
sd1_RII_C_2_Obs	sd1_RII_C_2_Obs	log10	0.001	100	0.142968381271859	1	parameterScaleUniform	
sd1_RIIp_C_2_Obs	sd1_RIIp_C_2_Obs	log10	0.0001	10	0.0283988007069858	1	parameterScaleUniform	
sd1_RIIp_Rp8_Br_cAMPS_C_2_Obs	sd1_RIIp_Rp8_Br_cAMPS_C_2_Obs	log10	0.001	100	0.405433844895145	1	parameterScaleUniform	
sd1_RIIp_Rp8_pCPT_cAMPS_C_2_Obs	sd1_RIIp_Rp8_pCPT_cAMPS_C_2_Obs	log10	0.001	100	0.400894409475583	1	parameterScaleUniform	
sd1_RIIp_Sp8_Br_cAMPS_2_Obs	sd1_RIIp_Sp8_Br_cAMPS_2_Obs	log10	1e-06	0.1	0.000458669645798202	1	parameterScaleUniform	
sd1_RIIp_Sp8_Br_cAMPS_C_2_Obs	sd1_RIIp_Sp8_Br_cAMPS_C_2_Obs	log10	0.0001	10	0.0814141700570775	1	parameterScaleUniform	
sd1_RIIp_cAMP_C_2_Obs	sd1_RIIp_cAMP_C_2_Obs	log10	1e-05	1	0.00234801031245518	1	parameterScaleUniform	
sd1_Rp8_pCPT_cAMPS_Obs	sd1_Rp8_pCPT_cAMPS_Obs	log10	0.001	100	0.418861072105598	1	parameterScaleUniform	
sd1_Sp8_Br_cAMPS_Obs	sd1_Sp8_Br_cAMPS_Obs	log10	0.001	100	0.397365355280687	1	parameterScaleUniform	
sd1_pAC_Fsk_Obs	sd1_pAC_Fsk_Obs	log10	0.001	100	0.435802783715268	1	parameterScaleUniform	
sd1_pAC_Obs	sd1_pAC_Obs	log10	0.001	100	0.433530842760946	1	parameterScaleUniform	
sd20_RII_2_Obs	sd20_RII_2_Obs	log10	0.0001	10	0.0145344967791831	1	parameterScaleUniform	
sd20_RIIp_cAMP_C_2_Obs	sd20_RIIp_cAMP_C_2_Obs	log10	0.0001	10	0.039111097238893	1	parameterScaleUniform	
sd21_RII_2_Obs	sd21_RII_2_Obs	log10	0.0001	10	0.0197514962206076	1	parameterScaleUniform	
sd21_RIIp_cAMP_C_2_Obs	sd21_RIIp_cAMP_C_2_Obs	log10	0.0001	10	0.0708598126916769	1	parameterScaleUniform	
sd22_RII_2_Obs	sd22_RII_2_Obs	log10	0.0001	10	0.0202534960682497	1	parameterScaleUniform	
sd22_RIIp_cAMP_C_2_Obs	sd22_RIIp_cAMP_C_2_Obs	log10	1e-05	1	0.00228507258538752	1	parameterScaleUniform	
sd23_RII_2_Obs	sd23_RII_2_Obs	log10	0.0001	10	0.0208305146502175	1	parameterScaleUniform	
sd23_RIIp_cAMP_C_2_Obs	sd23_RIIp_cAMP_C_2_Obs	log10	1e-05	1	0.00124193824151992	1	parameterScaleUniform	
sd24_RII_2_Obs	sd24_RII_2_Obs	log10	0.0001	10	0.0143946132207816	1	parameterScaleUniform	
sd24_RIIp_cAMP_C_2_Obs	sd24_RIIp_cAMP_C_2_Obs	log10	1e-05	1	0.00142200132151888	1	parameterScaleUniform	
sd25_RII_2_Obs	sd25_RII_2_Obs	log10	0.0001	10	0.0159661424599341	1	parameterScaleUniform	
sd25_RIIp_cAMP_C_2_Obs	sd25_RIIp_cAMP_C_2_Obs	log10	1e-05	1	0.00168344913956707	1	parameterScaleUniform	
sd26_RII_2_Obs	sd26_RII_2_Obs	log10	0.0001	10	0.0213993213245594	1	parameterScaleUniform	
sd26_RIIp_cAMP_C_2_Obs	sd26_RIIp_cAMP_C_2_Obs	log10	0.0001	10	0.0686435917926995	1	parameterScaleUniform	
sd27_RII_2_Obs	sd27_RII_2_Obs	log10	0.0001	10	0.0140637131581329	1	parameterScaleUniform	
sd27_RIIp_cAMP_C_2_Obs	sd27_RIIp_cAMP_C_2_Obs	log10	0.0001	10	0.0516297473697589	1	parameterScaleUniform	
sd28_RIIp_cAMP_C_2_Obs	sd28_RIIp_cAMP_C_2_Obs	log10	1e-05	1	0.00138707517796682	1	parameterScaleUniform	
sd29_RIIp_cAMP_C_2_Obs	sd29_RIIp_cAMP_C_2_Obs	log10	0.0001	10	0.0682652995087683	1	parameterScaleUniform	
sd2_AC_Fsk_Obs	sd2_AC_Fsk_Obs	log10	0.001	100	0.132748615405751	1	parameterScaleUniform	
sd2_AC_Obs	sd2_AC_Obs	log10	0.001	100	0.423340677016244	1	parameterScaleUniform	
sd2_RII_2_Obs	sd2_RII_2_Obs	log10	0.0001	10	0.0160176942692601	1	parameterScaleUniform	
sd2_RII_C_2_Obs	sd2_RII_C_2_Obs	log10	0.001	100	0.147526486720001	1	parameterScaleUniform	
sd2_RIIp_C_2_Obs	sd2_RIIp_C_2_Obs	log10	0.0001	10	0.0587218865971303	1	parameterScaleUniform	
sd2_RIIp_Rp8_Br_cAMPS_C_2_Obs	sd2_RIIp_Rp8_Br_cAMPS_C_2_Obs	log10	0.001	100	0.164278224347718	1	parameterScaleUniform	
sd2_RIIp_Rp8_pCPT_cAMPS_C_2_Obs	sd2_RIIp_Rp8_pCPT_cAMPS_C_2_Obs	log10	0.001	100	0.156473212855887	1	parameterScaleUniform	
sd2_RIIp_Sp8_Br_cAMPS_2_Obs	sd2_RIIp_Sp8_Br_cAMPS_2_Obs	log10	1e-06	0.1	0.000548276964920854	1	parameterScaleUniform	
sd2_RIIp_cAMP_C_2_Obs	sd2_RIIp_cAMP_C_2_Obs	log10	1e-05	1	0.00972747223776965	1	parameterScaleUniform	
sd2_Sp8_Br_cAMPS_Obs	sd2_Sp8_Br_cAMPS_Obs	log10	0.01	1000	3.50525808745047	1	parameterScaleUniform	
sd2_pAC_Fsk_Obs	sd2_pAC_Fsk_Obs	log10	0.001	100	0.426884120549934	1	parameterScaleUniform	
sd2_pAC_Obs	sd2_pAC_Obs	log10	0.001	100	0.435802783715268	1	parameterScaleUniform	
sd3_AC_Fsk_Obs	sd3_AC_Fsk_Obs	log10	0.001	100	0.13474107253444	1	parameterScaleUniform	
sd3_AC_Obs	sd3_AC_Obs	log10	0.001	100	0.303997491534864	1	parameterScaleUniform	
sd3_RII_2_Obs	sd3_RII_2_Obs	log10	0.0001	10	0.0162330452776546	1	parameterScaleUniform	
sd3_RII_C_2_Obs	sd3_RII_C_2_Obs	log10	0.001	100	0.119061129975129	1	parameterScaleUniform	
