t,input_il6,tpSTAT3_Obs,nSOCS3RNA4_Obs
0,2.5,0.384714686317142,0.0312343237204334
0,2.5,0.512441163195336,0.0382310064054833
0,2.5,0.557916758811254,0.037952996382603
0,2.5,0.576779358450791,0.0392950070044024
0,2.5,0.605103166892436,0.0350787435206741
0,10,0.467788551196482,0.0376413805440106
0,10,0.509001371662802,0.0361310437035059
0,10,0.547001854958668,0.0294624369202311
0,10,0.559998067353347,0.0360299380369452
0,10,0.618032224394962,0.0379575052332501
0,60,0.50641743003729,0.0349033935698996
0,60,0.515512360967779,0.0308485357784789
0,60,0.569995956711442,0.0394849623914122
0,60,0.623125700917187,0.0355774441220428
0,60,0.665112596493699,0.0351499162616759
0,120,0.549466773719435,0.0331240668833661
0,120,0.558840137173825,0.0369832910964335
0,120,0.575019556508492,0.0370798250228641
0,120,0.630028420102191,0.0336584580289916
0,120,0.66580693275336,0.0366730918131332
