t,input_il6,nSOCS3RNA4_Obs
260,0.1,-0.032815905703928
260,0.1,0.0195288535726473
260,0.5,0.085797703921582
260,0.5,0.0451149920196231
260,1,-0.00697726191965536
260,1,0.0406821761120055
260,2.5,0.0370762406285007
260,2.5,0.103569242759807
260,5,1.21434300813526
260,5,1.18913163549925
260,10,0.0675698090232199
260,10,0.0393355848413173
260,25,0.274251174846323
260,25,0.373461161551873
260,50,0.0725542118986535
260,50,0.00122208631710417
260,100,0.711841566803854
260,100,0.666771018526215
260,500,2.03136514097232
260,500,2.08578872815784
