observableId	observableName	observableFormula	observableTransformation	noiseFormula	noiseDistribution
Compound_1_Obs	Compound_1_Obs	IR + XXp	lin	sd1_Compound_1_Obs	normal
Compound_2_Obs_1	Compound_2_Obs	IRins + IRp	lin	sd1_Compound_2_Obs	normal
Compound_2_Obs_2	Compound_2_Obs	IRins + IRp	lin	sd2_Compound_2_Obs	normal
Compound_2_Obs_3	Compound_2_Obs	IRins + IRp	lin	sd3_Compound_2_Obs	normal
Compound_3_Obs_1	Compound_3_Obs	IRiP + IRins	lin	sd1_Compound_3_Obs	normal
Compound_3_Obs_2	Compound_3_Obs	IRiP + IRins	lin	sd2_Compound_3_Obs	normal
Compound_3_Obs_3	Compound_3_Obs	IRiP + IRins	lin	sd3_Compound_3_Obs	normal
Compound_4_Obs_1	Compound_4_Obs	IRS + XX	lin	sd1_Compound_4_Obs	normal
Compound_4_Obs_2	Compound_4_Obs	IRS + XX	lin	sd2_Compound_4_Obs	normal
Compound_4_Obs_3	Compound_4_Obs	IRS + XX	lin	sd3_Compound_4_Obs	normal
Compound_5_Obs_1	Compound_5_Obs	IRS + XXp	lin	sd1_Compound_5_Obs	normal
Compound_5_Obs_2	Compound_5_Obs	IRS + XXp	lin	sd2_Compound_5_Obs	normal
Compound_5_Obs_3	Compound_5_Obs	IRS + XXp	lin	sd3_Compound_5_Obs	normal
Compound_6_Obs_1	Compound_6_Obs	IRSiP + XXp	lin	sd1_Compound_6_Obs	normal
Compound_6_Obs_2	Compound_6_Obs	IRSiP + XXp	lin	sd2_Compound_6_Obs	normal
Compound_6_Obs_3	Compound_6_Obs	IRSiP + XXp	lin	sd3_Compound_6_Obs	normal
