observableId	observableName	observableFormula	observableTransformation	noiseFormula	noiseDistribution
IR1_Obs_1	IR1_Obs	IR1	lin	sd1_IR1_Obs	normal
IR1_Obs_2	IR1_Obs	IR1	lin	sd2_IR1_Obs	normal
IR1_Obs_3	IR1_Obs	IR1	lin	sd3_IR1_Obs	normal
IR1_Obs_4	IR1_Obs	IR1	lin	sd4_IR1_Obs	normal
IR2_Obs_1	IR2_Obs	IR2	lin	sd1_IR2_Obs	normal
IR2_Obs_2	IR2_Obs	IR2	lin	sd2_IR2_Obs	normal
IR2_Obs_3	IR2_Obs	IR2	lin	sd3_IR2_Obs	normal
Ins_Obs_1	Ins_Obs	Ins*scale1_Ins_Obs	lin	sd1_Ins_Obs	normal
Ins_Obs_2	Ins_Obs	Ins*scale2_Ins_Obs	lin	sd2_Ins_Obs	normal
Ins_Obs_3	Ins_Obs	Ins*scale3_Ins_Obs	lin	sd3_Ins_Obs	normal
Ins_Obs_4	Ins_Obs	Ins*scale4_Ins_Obs	lin	sd4_Ins_Obs	normal
InsulinFragments_Obs_1	InsulinFragments_Obs	InsulinFragments*scale1_InsulinFragments_Obs	lin	sd1_InsulinFragments_Obs	normal
InsulinFragments_Obs_2	InsulinFragments_Obs	InsulinFragments*scale2_InsulinFragments_Obs	lin	sd2_InsulinFragments_Obs	normal
InsulinFragments_Obs_3	InsulinFragments_Obs	InsulinFragments*scale3_InsulinFragments_Obs	lin	sd3_InsulinFragments_Obs	normal
InsulinFragments_Obs_4	InsulinFragments_Obs	InsulinFragments*scale4_InsulinFragments_Obs	lin	sd4_InsulinFragments_Obs	normal
Rec2_Obs_1	Rec2_Obs	Rec2*scale1_Rec2_Obs	lin	sd1_Rec2_Obs	normal
Rec2_Obs_2	Rec2_Obs	Rec2*scale2_Rec2_Obs	lin	sd2_Rec2_Obs	normal
Rec2_Obs_3	Rec2_Obs	Rec2*scale3_Rec2_Obs	lin	sd3_Rec2_Obs	normal
Rec2_Obs_4	Rec2_Obs	Rec2*scale4_Rec2_Obs	lin	sd4_Rec2_Obs	normal
