t,STAT3_Obs,nSTAT3_Obs,nSOCS3RNA4_Obs,SOCS3RNA_Obs,SOCS3_Obs
0,22.1070242838766,36.2066885359348,0.0110124398139449,3.54034882385749e-05,0.432470663328982
7.5,17.8997544406497,NaN,NaN,NaN,NaN
8.5,NaN,56.4956240904776,NaN,NaN,NaN
10,NaN,NaN,0.0172225517692834,NaN,0.301562547952253
15,15.9251027433977,NaN,NaN,0.000241098013835579,NaN
20,NaN,65.4457914632991,NaN,NaN,0.489644216936501
25,24.6738556949154,62.7542225794017,0.234923288303891,NaN,NaN
30,NaN,NaN,NaN,0.00428009456876619,NaN
35,24.4271411022644,NaN,0.310322666794558,NaN,2.8886932311281
40,NaN,37.924980379277,NaN,NaN,NaN
45,25.9799893432415,NaN,NaN,0.00954001976749395,4.85275754782995
50,NaN,27.5455717684399,0.183916319745385,NaN,NaN
55,25.7154706732515,NaN,NaN,NaN,NaN
60,NaN,NaN,NaN,NaN,4.48922237387138
65,NaN,41.3823559612494,0.0650424425716376,0.00487042191616952,NaN
70,29.7241560410698,NaN,NaN,NaN,NaN
80,NaN,42.8333046795696,NaN,NaN,1.55675852452714
85,24.8627305965849,NaN,0.00372870371539262,0.00093836370035952,NaN
100,25.6597382090488,42.1261376214517,0.00643678667359883,0.000292119615723459,0.197487807045747
150,NaN,NaN,0.00797782668358406,0.00016222822186141,0.00915774655790271
