t,STAT3_Obs,nSTAT3_Obs,nSOCS3RNA4_Obs,SOCS3RNA_Obs,SOCS3_Obs
0,24.7327472369111,38.7864094895834,0.0552603086808182,0.00064797266945592,0.499904175190492
8.5,NaN,NaN,NaN,NaN,0.35218736782573
9,9.15494203491753,NaN,NaN,NaN,NaN
10,NaN,113.684655446983,0.0352225336673225,0.00175754897937883,NaN
15,NaN,NaN,NaN,NaN,0.0844063773222522
20,14.372315248277,78.9570834780746,0.249719951482221,0.00186779266106994,NaN
25,NaN,NaN,NaN,NaN,2.32986378599488
30,25.4109860925833,NaN,NaN,NaN,NaN
35,NaN,41.9823120299951,0.526300916846239,0.012722636997006,NaN
40,20.4115247706025,NaN,NaN,NaN,7.02664248760106
45,NaN,33.1260116140508,0.390327857179839,NaN,NaN
50,NaN,NaN,NaN,0.0148882816786274,8.5859412604837
55,28.3942112346469,NaN,NaN,NaN,NaN
60,NaN,39.9235818227747,0.11271139643015,NaN,NaN
65,NaN,NaN,NaN,0.00858768293219194,6.25813602131668
70,29.735616865058,NaN,NaN,NaN,NaN
80,NaN,27.1209799075218,0.0463366951011064,0.00336151371922947,NaN
85,NaN,NaN,NaN,NaN,1.80264347707977
90,26.6758838399981,NaN,NaN,NaN,NaN
100,28.5361593176732,36.2505748297321,0.00303028079877472,0.000574422385180822,0.179759282055756
150,NaN,37.382066915351,0.0376470849502475,-0.000472922520705314,NaN
