t,input_il6,nSOCS3RNA4_Obs
1700,0.1,0.0172052444506998
1700,0.1,0.00313508966804466
1700,0.5,0.00528156277456935
1700,0.5,0.0130248052224721
1700,1,0.0187379365233571
1700,1,0.0155812743607034
1700,2.5,0.0448878213821638
1700,2.5,0.045267873810499
1700,5,0.103005153359278
1700,5,0.100368400090472
1700,10,0.0172586251286409
1700,10,0.0193216523810492
1700,25,0.0603336641569426
1700,25,0.0665662631722867
1700,50,0.0392317099514954
1700,50,0.0252514453531006
1700,100,0.083226074058654
1700,100,0.0861986754277001
1700,500,0.153308092195503
1700,500,0.151482326686913
