t,input_il6,STAT3_Obs,nSTAT3_Obs,nSOCS3RNA4_Obs,SOCS3RNA_Obs,SOCS3_Obs
0,2.5,25.4328570278354,49.0979044988409,0.0119305181357738,0.000388280085388405,0.229505697789618
0,2.5,28.5721114506671,29.451784184464,0.0131237430420482,0.000383108375533132,0.224237997522207
0,2.5,29.3954709162818,39.2034451250741,0.013233681583089,0.000381892282361747,0.224065997572773
0,2.5,30.0321035110469,40.7206747491605,0.0122976030196791,0.000409399921722739,0.200945500715202
0,2.5,30.0766402103228,41.1841159781972,0.0100823956325869,0.000415745219078229,0.244670916957022
0,10,20.2702132327306,33.0653358745628,0.00919774806292065,0.000317100824164282,0.189165892137207
0,10,23.3222713684275,26.7712438362147,0.0101503082209571,0.000378808551702677,0.237713573237699
0,10,25.1507249842192,36.1939817343829,0.0114508547552395,0.000348320201677098,0.240649637500568
0,10,25.5409806342611,39.0468115418166,0.0119828304580051,0.00031688179695337,0.233783213585524
0,10,32.4039292991099,37.0064947493984,0.0117944901146066,0.000365997986311828,0.265800731274759
0,60,22.4836070937303,32.3406174998758,0.010725471198633,0.000472400659682107,0.215074701370031
0,60,26.5729808063116,44.8527216081162,0.011582401907927,0.000387735196084038,0.239746988614086
0,60,27.7240002508752,33.9123331861392,0.0100442844779803,0.000391994987823345,0.19855954740183
0,60,28.8986272843784,37.7066096672375,0.0104790161691193,0.000366742978763739,0.259087945155559
0,60,30.6170010683983,37.8090678016715,0.00940766527453708,0.000332822792490795,0.184427550513833
0,120,22.8695382515631,33.0829708713005,0.00982566637393804,0.000384902796012566,0.233517016956253
0,120,23.0817443434138,37.8041869053743,0.012120292274265,0.000324664261518959,0.165092829315455
0,120,26.8285260233301,39.0908579349274,0.010593090748251,0.000289114615366163,0.237085453139638
0,120,26.9185640702737,32.4823954256039,0.0105317389451296,0.000360132854476725,0.206556276486156
0,120,27.5080867555681,24.8701196996154,0.0120111954737322,0.000437506762922693,0.197453578743415
