t,input_il6,pJAK1_gp130_Obs
1800,0.1,-0.000521866674775315
1800,0.1,0.000315541574017894
1800,0.5,0.00033058664166981
1800,0.5,0.00094683481156813
1800,1,0.00184353703155722
1800,1,0.00187558306659132
1800,2.5,0.00226222320682471
1800,2.5,0.00337431553296773
1800,5,0.00259008117752221
1800,5,0.00327933112451573
1800,10,0.00358634472257034
1800,10,0.00513583813835943
1800,25,0.00708954919255007
1800,25,0.0088974903893373
1800,50,0.00927138318367556
1800,50,0.010647580853767
1800,100,0.0134879643501706
1800,100,0.0144901084668523
1800,500,0.0213439731400632
1800,500,0.0233241819775642
