t,epo_level,Compound_2_Obs,Compound_3_Obs
10,2.5e-09,3.24340253731591,3.02261435729192
10,7.905e-09,3.11838393407491,5.73502276558776
10,1.25e-08,3.06900289347046,5.12853713824187
10,1.75e-08,2.74305424492724,6.37759930517056
10,1.75e-08,3.0746170770039,4.87760416520827
10,1.75e-08,3.11990221629271,4.98579353225224
10,2.5e-08,2.96575698177778,7.6360749308915
10,3.95e-08,2.78255724749253,11.4926544988102
10,7.9e-08,2.68633040416394,18.945228627052
10,7.9e-08,2.86667529772725,20.5635664638925
10,7.9e-08,2.87350003353666,20.3837814320829
10,1.25e-07,2.7473503235064,31.636354999828
10,1.25e-07,3.10101875577746,30.6391617686908
10,1.25e-07,3.32193103563512,31.6055288235234
10,1.7675e-07,3.1268643974622,38.9433836348113
10,2.5e-07,2.9825592267069,50.9894480078441
10,7.905e-07,2.76629934450868,85.3630725867227
10,7.905e-07,2.87255959290489,83.3467211354764
10,7.905e-07,3.12971621057222,84.9724920444913
10,2.5e-06,2.7475628199891,107.594579190623
