t,epo_level,SOCS3nRNA3_Obs,SOCS3nRNA5_Obs,Compound_6_Obs,Compound_12_Obs,Compound_13_Obs
8,2.5e-09,-2.13764158680657e-05,1.60303836747671e-05,136.335973272584,-5.75146576094816,-0.309967353992158
8,2.5e-09,6.32684204684043e-06,2.80210016754352e-06,125.016748595694,-4.40403683674265,-0.0521216758823104
8,2.5e-09,1.32610951613722e-05,-5.04161429752466e-07,124.46804926912,-8.833526225547,0.817072509362896
8,2.5e-08,1.68133358254135e-05,1.91314127784562e-05,122.357850475337,4.80946975761276,0.740900879497573
8,2.5e-08,2.12829569124e-05,4.08370748353504e-06,119.078529005266,19.4520881896249,0.943140441009264
8,2.5e-08,3.9472659169205e-05,2.76095685412772e-05,121.112437563318,7.48593399663472,1.02817257771314
8,2.5e-07,0.000241888040177251,0.000183352158222874,113.378107726999,175.677413589715,10.6171723877893
8,2.5e-07,0.000265265408619911,0.000178792872707956,123.078032818815,205.571747894117,10.0267142074135
8,2.5e-07,0.000277296175495292,0.000178544077214226,124.799777304796,183.348377532137,9.94370602850971
8,2.5e-06,0.000445658638609733,0.000383896474617781,117.424895137032,396.730318569138,14.5118696143935
8,2.5e-06,0.000468352599753575,0.000391106087982235,115.1495955757,386.563424920231,15.6114529324177
8,2.5e-06,0.000468631329146358,0.000400744116622644,115.961096467761,397.422417623563,14.9688189033879
8,2.5e-05,0.000524863858172576,0.000442412796033772,110.715158481655,449.64808466775,16.4343754322365
8,2.5e-05,0.000532240525299636,0.000442208093754862,115.815929591886,448.281748933268,16.4083323357554
8,2.5e-05,0.000540286943310472,0.000430928134893013,114.233490539644,461.061927707787,16.4956004818919
