t,epo_level,EpoRJAK2_Obs,SHP1Act_Obs,STAT5_Obs,npSTAT5_Obs,CISnRNA4_Obs
8,2.5e-09,2.50034904604495,0.0317880879851783,135.300906151982,-3.65683056386513,-0.568323384930115
8,2.5e-09,2.74504524181488,0.00180224557449686,142.160932070343,-0.260267545424685,-1.9388556332488
8,2.5e-09,3.18039706219747,0.0219767160067485,129.258958357915,2.08761144805217,0.71893796377951
8,2.5e-08,2.33745064324449,0.051364173631997,130.646806607511,3.04308940588899,1.71842729416243
8,2.5e-08,2.55174100140586,0.0277328177520834,115.875124092934,1.7388972897579,0.530157579825406
8,2.5e-08,2.69503970813171,0.0546737317612623,125.576353404208,1.18480072700352,1.24881671901216
8,2.5e-07,1.28161260135665,0.135046046855341,36.2696966628876,19.8721890464218,6.16880333843346
8,2.5e-07,1.39435525782476,0.177143792606584,32.1546289119072,17.064716341848,8.26622879279786
8,2.5e-07,1.77461547633057,0.168996131619397,43.5968919420085,20.9248507555573,7.1240323047293
8,2.5e-06,0.233243290160351,0.30888401466506,8.49585013572627,34.9313594659999,17.6568614932542
8,2.5e-06,0.499345988927742,0.268810481173154,5.88905535819158,34.0745896590882,18.7973372931848
8,2.5e-06,0.904624755976255,0.276825639131731,-4.38342419028389,33.8714363434847,19.1509486404354
8,2.5e-05,-0.146133641383213,0.3341218621762,-0.603323689903966,34.9181678827797,26.5227083809719
8,2.5e-05,-0.119740366803842,0.324340615118766,7.40032294092009,34.661610933638,23.4140334622828
8,2.5e-05,0.274998351194308,0.331493084223562,6.98979117450836,31.5316694670945,23.3927802927739
