t,epo_level,EpoRJAK2_Obs,SHP1Act_Obs,STAT5_Obs,npSTAT5_Obs,CISnRNA4_Obs
36,2.5e-09,1.90265031327065,0.73053450617399,52.4696582739984,49.0503217970214,1009.07877536531
36,2.5e-09,2.13891310290456,0.713157537138521,52.1067115712229,52.8293456727545,884.73966350585
36,2.5e-09,1.75869582705933,0.647500893160642,55.1615484242662,50.8182526272841,970.590639540627
36,2.5e-08,2.82359515750778,0.321738017702509,89.3386490638326,35.5160292567505,394.16468161256
36,2.5e-08,2.26143851776843,0.265102967926913,68.897799475962,33.972069457109,449.575183945416
36,2.5e-08,2.82668328605094,0.182847892501582,68.9806136628911,34.8765814882845,559.89213478161
36,1.25e-07,2.1297194135778,0.756714562835324,60.4461724820691,51.6265697657107,959.101761458157
36,1.25e-07,1.98114831461868,0.796324812336029,40.7835510716883,54.6439346136205,864.641261829855
36,1.25e-07,1.99194306091799,0.793100601233747,55.1865662821381,57.3511563583569,1112.11005783734
36,2.5e-07,2.68209811986016,0.386400624673384,73.631338660769,41.6910494074063,670.504616507946
36,2.5e-07,2.70124335795986,0.361353820436143,64.9959370852908,46.7454068314058,630.963091712614
36,2.5e-07,2.56483703723475,0.401861265890326,72.9338754721661,40.2465633612053,749.893648613737
36,1.25e-06,2.87229785890675,0.178638573435647,123.989028989781,11.9509327677958,48.3453875268369
36,1.25e-06,3.05608971431434,0.169599806873121,136.298162879786,10.8922090575141,204.930553051436
36,1.25e-06,2.4334180279434,0.118852585722524,126.814757760479,3.46971060262262,109.31080783575
36,2.5e-06,3.07564007952628,0.0911773972833874,134.321585376839,5.63749362001226,-21.2614343590256
36,2.5e-06,2.98324437433519,0.0490832094006681,116.264189819986,-2.48602630334563,-46.0841944320008
36,2.5e-06,3.02642637273211,-0.0173928065874043,136.459854158037,-2.06478631828694,45.98252473667
