parameterId	parameterName	parameterScale	lowerBound	upperBound	nominalValue	estimate	objectivePriorType	objectivePriorParameters
init_Epo	init_Epo	log10	1e-05	10000	1380.38426460289	1	parameterScaleUniform	
init_EpoR_rel	init_EpoR_rel	log10	1e-05	1000	0.0954992586021436	1	parameterScaleUniform	
kde	kde	log10	1e-05	1000	0.0190546071796325	1	parameterScaleUniform	
kdi	kdi	log10	1e-05	1000	0.00112201845430196	1	parameterScaleUniform	
ke	ke	log10	1e-05	1000	0.0426579518801593	1	parameterScaleUniform	
kex	kex	log10	1e-05	1000	0.000301995172040202	1	parameterScaleUniform	
koff	koff	log10	1e-05	1000	0.1	1	parameterScaleUniform	
kon	kon	log10	1e-05	1000	0.281838293126445	1	parameterScaleUniform	
kt	kt	log10	1e-05	1000	0.0281838293126445	1	parameterScaleUniform	
offset1_Epo_Obs	offset1_Epo_Obs	log10	0.01	100	1	1	parameterScaleUniform	
offset1_dEpo_i_Obs	offset1_dEpo_i_Obs	log10	0.001	10	0.1	1	parameterScaleUniform	
scale1_Epo_Obs	scale1_Epo_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale1_dEpo_i_Obs	scale1_dEpo_i_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
sd1_Epo_Obs	sd1_Epo_Obs	log10	0.0001	10	0.0575970181254671	1	parameterScaleUniform	
sd1_dEpo_i_Obs	sd1_dEpo_i_Obs	log10	0.0001	10	0.0578229174266034	1	parameterScaleUniform	
