parameterId	parameterName	parameterScale	lowerBound	upperBound	nominalValue	estimate	objectivePriorType	objectivePriorParameters
KM	KM	log10	0.001	100000	4.34510224171572	1	parameterScaleUniform	
eff	eff	log10	1	1000	10.9647819614319	1	parameterScaleUniform	
eff_GFP	eff_GFP	log10	1	1000	1	0	parameterScaleUniform	
init_GFP	init_GFP	log10	1e-05	1000	0.00181970085860998	1	parameterScaleUniform	
init_GFP_mRNA	init_GFP_mRNA	log10	1.25892541179417e-06	1000	7.41310241300918e-06	1	parameterScaleUniform	
init_X_mRNA	init_X_mRNA	log10	1e-05	1000	144.543977074593	1	parameterScaleUniform	
init_X_protein	init_X_protein	log10	1e-05	1000	1.13135786411956	1	parameterScaleUniform	
init_Y_mRNA	init_Y_mRNA	log10	1e-05	7943.28234724281	1380.38426460289	1	parameterScaleUniform	
init_Y_protein	init_Y_protein	log10	1e-05	1000	537.031796370253	1	parameterScaleUniform	
init_Z_mRNA	init_Z_mRNA	log10	1e-05	1000	912.01083935591	1	parameterScaleUniform	
init_Z_protein	init_Z_protein	log10	1e-05	1000	4.78630092322638e-05	1	parameterScaleUniform	
n_Hill	n_Hill	log10	1e-05	1000	1.99986186963274	0	parameterScaleUniform	
scale1_GFP_mRNA_Obs	scale1_GFP_mRNA_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale1_X_mRNA_Obs	scale1_X_mRNA_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
scale1_Y_mRNA_Obs	scale1_Y_mRNA_Obs	log10	1e-05	100000	1	1	parameterScaleUniform	
sd1_Compound_1_Obs	sd1_Compound_1_Obs	log10	1	100000	314.340254173901	1	parameterScaleUniform	
sd1_GFP_mRNA_Obs	sd1_GFP_mRNA_Obs	log10	1e-09	0.0001	1.12124365904749e-07	1	parameterScaleUniform	
sd1_X_mRNA_Obs	sd1_X_mRNA_Obs	log10	0.01	1000	2.02111022864213	1	parameterScaleUniform	
sd1_Y_mRNA_Obs	sd1_Y_mRNA_Obs	log10	0.1	10000	16.9785266242602	1	parameterScaleUniform	
sd1_Z_mRNA_Obs	sd1_Z_mRNA_Obs	log10	0.1	10000	12.6037563789443	1	parameterScaleUniform	
tau_mRNA	tau_mRNA	log10	0.01	1000	0.952796164023652	1	parameterScaleUniform	
tau_mRNA_GFP	tau_mRNA_GFP	log10	0.01	1000	0.0147910838816821	1	parameterScaleUniform	
tau_prot	tau_prot	log10	0.01	1000	24.5470891568503	1	parameterScaleUniform	
tau_prot_GFP	tau_prot_GFP	log10	1	10000	89.1250938133745	1	parameterScaleUniform	
tps_active	tps_active	log10	0.001	100000	44.6683592150963	1	parameterScaleUniform	
tps_repr	tps_repr	log10	0.001	100000	0.00107151930523761	1	parameterScaleUniform	
