parameterId	parameterName	parameterScale	lowerBound	upperBound	nominalValue	estimate	objectivePriorType	objectivePriorParameters
ActDstrength	ActDstrength	log10	0.01	1.69824365246174	1.07547420897279	1	parameterScaleUniform	
CISHRNAbasal	CISHRNAbasal	log10	1e-05	1000	4.78630092322638e-05	1	parameterScaleUniform	
CISHRNAdelay	CISHRNAdelay	log10	0.001	1000	0.109395636627209	1	parameterScaleUniform	
CISHRNAeqm	CISHRNAeqm	log10	0.001	1000	1	0	parameterScaleUniform	
CISHRNAturn	CISHRNAturn	log10	0.001	1000	0.0891250938133746	1	parameterScaleUniform	
CISeqm	CISeqm	log10	0.001	10000	346.736850452532	1	parameterScaleUniform	
CISinh	CISinh	log10	1e-05	100000	1.28824955169314e-05	1	parameterScaleUniform	
CISturn	CISturn	log10	0.001	1000	0.0072443596007499	1	parameterScaleUniform	
EPORactJAK2	EPORactJAK2	log10	0.001	10000	6.4268771731702	1	parameterScaleUniform	
JAK2EPORdeactPTP	JAK2EPORdeactPTP	log10	1e-05	1000000	26915.3480392691	1	parameterScaleUniform	
JAK2actEPO	JAK2actEPO	log10	0.001	1000000000	1819700.85860998	1	parameterScaleUniform	
PTPactEPOR	PTPactEPOR	log10	1.25892541179417e-06	1000	8.12830516164099e-06	1	parameterScaleUniform	
PTPdeact	PTPdeact	log10	0.001	1000	0.00891250938133746	1	parameterScaleUniform	
ReltoH838_init_EpoRJAK2_H838	ReltoH838_init_EpoRJAK2_H838	log10	1e-05	100	6.59173895244321	1	parameterScaleUniform	
Relto_CFUE_ActDstrength	Relto_CFUE_ActDstrength	log10	0.01	1.00000000000006	0.59841159506032	1	parameterScaleUniform	
Relto_CFUE_CISHRNAturn	Relto_CFUE_CISHRNAturn	log10	0.0398107170553497	3981071.70553497	0.363078054770101	1	parameterScaleUniform	
Relto_CFUE_EPORactJAK2	Relto_CFUE_EPORactJAK2	log10	0.000199526231496888	1995.26231496888	0.158489319246111	1	parameterScaleUniform	
Relto_CFUE_JAK2actEPO	Relto_CFUE_JAK2actEPO	log10	6.30957344480194e-10	630.957344480193	0.0371535229097173	1	parameterScaleUniform	
Relto_CFUE_SOCS3RNAdelay	Relto_CFUE_SOCS3RNAdelay	log10	0.00501187233627272	5011.87233627273	20.8929613085404	1	parameterScaleUniform	
Relto_CFUE_SOCS3prom	Relto_CFUE_SOCS3prom	log10	0.999999997236898	10	3.95366620068128	1	parameterScaleUniform	
Relto_CFUE_STAT5imp	Relto_CFUE_STAT5imp	log10	0.0316227766016838	3162277.66016838	3.926449353996	1	parameterScaleUniform	
