parameterId	parameterName	parameterScale	lowerBound	upperBound	nominalValue	estimate	objectivePriorType	objectivePriorParameters
k1	k1	log10	0.001	100000	2.24388192378277	1	parameterScaleUniform	
k2	k2	log10	0.001	1000000	147910.838816821	1	parameterScaleUniform	
k3	k3	log10	0.001	100000	26.9153480392692	1	parameterScaleUniform	
k4	k4	log10	0.001	794328.234724282	134896.288259165	1	parameterScaleUniform	
k_1	k_1	log10	0.001	100000	1.77010895831742	1	parameterScaleUniform	
k_2	k_2	log10	0.0001	100000	0.000575439937337157	1	parameterScaleUniform	
k_3	k_3	log10	0.001	100000	1.62554875575048	1	parameterScaleUniform	
k_4	k_4	log10	0.001	100000	3715.35229097172	1	parameterScaleUniform	
l2	l2	log10	0.001	100000	0.52844525177518	1	parameterScaleUniform	
l4	l4	log10	0.001	100000	5.62341325190349	1	parameterScaleUniform	
l6	l6	log10	0.001	1000000	147910.838816821	1	parameterScaleUniform	
l_2	l_2	log10	0.001	100000	0.132739445772974	1	parameterScaleUniform	
l_4	l_4	log10	0.001	100000	0.00776247116628692	1	parameterScaleUniform	
l_6	l_6	log10	0.000125892541179417	100000	0.000870963589956081	1	parameterScaleUniform	
sd1_Compound_1_Obs	sd1_Compound_1_Obs	log10	0.0001	10	0.0421114310436318	1	parameterScaleUniform	
sd1_Compound_2_Obs	sd1_Compound_2_Obs	log10	0.0001	10	0.0260555353004997	1	parameterScaleUniform	
sd1_IPR_I2_Obs	sd1_IPR_I2_Obs	log10	1e-05	1	0.00323221320339609	1	parameterScaleUniform	
sd1_IPR_O_Obs	sd1_IPR_O_Obs	log10	1e-05	1	0.00957194071294844	1	parameterScaleUniform	
sd1_IPR_R_Obs	sd1_IPR_R_Obs	log10	0.0001	10	0.0186208713666287	1	parameterScaleUniform	
sd1_IPR_S_Obs	sd1_IPR_S_Obs	log10	0.001	100	0.108597543117788	1	parameterScaleUniform	
sd2_Compound_1_Obs	sd2_Compound_1_Obs	log10	0.0001	10	0.0627046863730851	1	parameterScaleUniform	
sd2_Compound_2_Obs	sd2_Compound_2_Obs	log10	0.0001	10	0.0336976798584404	1	parameterScaleUniform	
sd2_IPR_I2_Obs	sd2_IPR_I2_Obs	log10	0.0001	10	0.010062363452806	1	parameterScaleUniform	
sd2_IPR_O_Obs	sd2_IPR_O_Obs	log10	1e-05	1	0.00716143410212902	1	parameterScaleUniform	
sd2_IPR_R_Obs	sd2_IPR_R_Obs	log10	0.0001	10	0.0228507258538752	1	parameterScaleUniform	
sd2_IPR_S_Obs	sd2_IPR_S_Obs	log10	0.0001	10	0.0808723382528844	1	parameterScaleUniform	
sd3_Compound_1_Obs	sd3_Compound_1_Obs	log10	0.0001	10	0.0767361489361819	1	parameterScaleUniform	
sd3_Compound_2_Obs	sd3_Compound_2_Obs	log10	0.0001	10	0.050991759757487	1	parameterScaleUniform	
sd3_IPR_I2_Obs	sd3_IPR_I2_Obs	log10	0.0001	10	0.0247229334606234	1	parameterScaleUniform	
sd3_IPR_O_Obs	sd3_IPR_O_Obs	log10	1e-05	1	0.00410865807010625	1	parameterScaleUniform	
sd3_IPR_R_Obs	sd3_IPR_R_Obs	log10	0.0001	10	0.0198929870539686	1	parameterScaleUniform	
sd3_IPR_S_Obs	sd3_IPR_S_Obs	log10	0.0001	10	0.0506174194011213	1	parameterScaleUniform	
sd4_Compound_1_Obs	sd4_Compound_1_Obs	log10	0.0001	10	0.0798730006111314	1	parameterScaleUniform	
sd4_Compound_2_Obs	sd4_Compound_2_Obs	log10	0.0001	10	0.076172814046868	1	parameterScaleUniform	
sd4_IPR_I2_Obs	sd4_IPR_I2_Obs	log10	0.0001	10	0.0588843655355589	1	parameterScaleUniform	
sd4_IPR_O_Obs	sd4_IPR_O_Obs	log10	1e-05	1	0.00150660706618674	1	parameterScaleUniform	
sd4_IPR_R_Obs	sd4_IPR_R_Obs	log10	0.0001	10	0.0221768571999801	1	parameterScaleUniform	
sd4_IPR_S_Obs	sd4_IPR_S_Obs	log10	0.0001	10	0.018655203891006	1	parameterScaleUniform	
sd5_Compound_1_Obs	sd5_Compound_1_Obs	log10	0.0001	10	0.0498195728956712	1	parameterScaleUniform	
sd5_Compound_2_Obs	sd5_Compound_2_Obs	log10	0.001	100	0.133042378348569	1	parameterScaleUniform	
sd5_IPR_I2_Obs	sd5_IPR_I2_Obs	log10	0.001	100	0.103437972667204	1	parameterScaleUniform	
sd5_IPR_O_Obs	sd5_IPR_O_Obs	log10	1e-07	0.01	2.98950992781459e-05	1	parameterScaleUniform	
sd5_IPR_R_Obs	sd5_IPR_R_Obs	log10	0.0001	10	0.0213796208950223	1	parameterScaleUniform	
sd5_IPR_S_Obs	sd5_IPR_S_Obs	log10	1e-06	0.1	0.000410015240506613	1	parameterScaleUniform	
sd6_Compound_1_Obs	sd6_Compound_1_Obs	log10	0.0001	10	0.0645356962727405	1	parameterScaleUniform	
sd6_Compound_2_Obs	sd6_Compound_2_Obs	log10	0.001	100	0.111081056064101	1	parameterScaleUniform	
sd6_IPR_I2_Obs	sd6_IPR_I2_Obs	log10	0.0001	10	0.0946019307289913	1	parameterScaleUniform	
sd6_IPR_O_Obs	sd6_IPR_O_Obs	log10	1e-06	0.1	0.000280607968729545	1	parameterScaleUniform	
sd6_IPR_R_Obs	sd6_IPR_R_Obs	log10	0.0001	10	0.0203235701093622	1	parameterScaleUniform	
sd6_IPR_S_Obs	sd6_IPR_S_Obs	log10	1e-05	1	0.00339703483203379	1	parameterScaleUniform	
sd7_Compound_1_Obs	sd7_Compound_1_Obs	log10	0.0001	10	0.0701293800962413	1	parameterScaleUniform	
sd7_Compound_2_Obs	sd7_Compound_2_Obs	log10	0.0001	10	0.047763924149642	1	parameterScaleUniform	
sd7_IPR_I2_Obs	sd7_IPR_I2_Obs	log10	0.0001	10	0.0237191979750485	1	parameterScaleUniform	
sd7_IPR_O_Obs	sd7_IPR_O_Obs	log10	1e-05	1	0.00436918063385288	1	parameterScaleUniform	
sd7_IPR_R_Obs	sd7_IPR_R_Obs	log10	0.0001	10	0.0239331575640539	1	parameterScaleUniform	
sd7_IPR_S_Obs	sd7_IPR_S_Obs	log10	0.0001	10	0.0530762217642646	1	parameterScaleUniform	
sd8_Compound_1_Obs	sd8_Compound_1_Obs	log10	0.0001	10	0.0785054848237997	1	parameterScaleUniform	
sd8_Compound_2_Obs	sd8_Compound_2_Obs	log10	0.0001	10	0.0456141934421983	1	parameterScaleUniform	
sd8_IPR_I2_Obs	sd8_IPR_I2_Obs	log10	0.0001	10	0.0254565766392948	1	parameterScaleUniform	
sd8_IPR_O_Obs	sd8_IPR_O_Obs	log10	1e-05	1	0.00413237761199757	1	parameterScaleUniform	
sd8_IPR_R_Obs	sd8_IPR_R_Obs	log10	0.0001	10	0.0219988510904925	1	parameterScaleUniform	
sd8_IPR_S_Obs	sd8_IPR_S_Obs	log10	0.0001	10	0.049545019080479	1	parameterScaleUniform	
