t,epo_level,CISHnRNA3_Obs,Compound_2_Obs
12,0,5.60704399559626e-05,0.822218392275876
12,0,8.06051368471468e-05,0.822412598494082
12,4.2857e-08,-1.2955882662574e-05,1.06466959711731
12,4.2857e-08,9.35723660541221e-05,1.17474065747893
12,1.4286e-07,6.70114710272837e-05,0.912480804498401
12,1.4286e-07,0.000129539754353175,0.763887287768181
12,4.2857e-07,0.000204478746464773,1.38294726795642
12,4.2857e-07,0.000246568569177297,1.12719988061926
12,1.4286e-06,0.000608470480285422,1.88729080594529
12,1.4286e-06,0.000645536731841251,1.75119455018988
12,4.2857e-06,0.00118456091810671,3.48343376197322
12,4.2857e-06,0.00125430232634846,3.68820813523718
12,1.4286e-05,0.00155175113678081,5.36063946646247
12,1.4286e-05,0.0015551306803283,5.54199027734705
12,4.2857e-05,0.00164663898136119,6.48556336589081
12,4.2857e-05,0.00167859608576914,6.54638867784532
