t,epo_level,STAT5_Obs,npSTAT5_Obs
7,2.5e-09,38.605347143979,0.191384779881587
7,2.5e-09,38.9142614025031,0.254393915785806
7,2.5e-09,40.379917618766,0.165260353932473
7,2.5e-08,36.5766400547816,0.655777544224593
7,2.5e-08,36.9447824874275,0.514024003789755
7,2.5e-08,39.1091091182554,0.56994644013648
7,2.5e-07,11.6066395842813,5.09013994789312
7,2.5e-07,12.228020396061,5.2351402588016
7,2.5e-07,13.0426826402561,6.10309743209658
7,2.5e-06,-0.249492695559716,10.3172417981157
7,2.5e-06,1.18688608199206,11.5326720359635
7,2.5e-06,2.45095576142007,10.4790547352369
7,2.5e-05,-1.92852649381923,11.6158545208016
7,2.5e-05,1.05930395207145,12.4680990638482
7,2.5e-05,2.17863711859832,11.507168150869
