t,epo_level,STAT5_Obs,npSTAT5_Obs,SOCS3nRNA3_Obs
18,0,4.08346187400549,-0.0810284129821571,0.000349547228225942
18,0,3.39162594094296,0.00857154882660279,0.000456095966871332
18,4.2857e-08,0.421954501638144,0.503653330112581,0.000598578849133607
18,4.2857e-08,-0.197242930422505,0.805636911393357,0.000452681889460118
18,1.4286e-07,0.605506213690485,0.749893604419113,0.000418568030729509
18,1.4286e-07,-0.0489900199838996,0.73858303265823,0.000487621072015598
18,4.2857e-07,1.90978175768264,0.576881592416947,0.000441871505552205
18,4.2857e-07,2.24721884479471,0.501574110432257,0.00052364153965974
18,1.4286e-06,0.180579533941893,0.371907541274444,0.000702784002112855
18,1.4286e-06,0.364175156243835,0.696008387058545,0.000681666700760745
18,4.2857e-06,0.91176369122278,0.495272609024364,0.00067554263688304
18,4.2857e-06,0.504959764190315,0.730701219429138,0.000468667040397888
18,1.4286e-05,0.191914145370594,0.879392170575996,0.000744468589336196
18,1.4286e-05,0.709938417817897,0.764894587598197,0.000713473987085726
18,4.2857e-05,3.74975776108874,0.0531392246331297,0.000678997681681361
18,4.2857e-05,3.63624572206125,0.0181198155257577,0.000436432969131545
