t,epo_level,EpoRJAK2_Obs,CISHnRNA2_Obs
11,0,0.956572559896459,0.000247905416932601
11,0,1.19218595544436,-0.000282345549975684
11,4.2857e-08,0.910242758163106,0.000135547080605209
11,4.2857e-08,0.979266334375855,-2.69996194179921e-05
11,1.4286e-07,0.566002889309666,0.000259859302157174
11,1.4286e-07,0.674403381062709,0.000123271576651352
11,4.2857e-07,0.341905081270222,0.000238470041999022
11,4.2857e-07,0.550091201798157,0.000424402234901177
11,1.4286e-06,0.156366045058832,0.00065156851218586
11,1.4286e-06,0.218753959706635,0.000857777880989889
11,4.2857e-06,0.222934849597957,0.00115155473001197
11,4.2857e-06,0.231111678613021,0.00199317971328486
11,1.4286e-05,-0.133144786202355,0.00208388686328213
11,1.4286e-05,0.222281271975366,0.00151209966798803
11,4.2857e-05,0.0609594368227981,0.00191345211909083
11,4.2857e-05,0.0809851206202374,0.00228539896243278
