t,epo_level,p1EpoRpJAK2_Obs,SHP1_Obs,SHP1Act_Obs,CIS_Obs
9,2.5e-09,0.281865672490108,43.3979878026349,0.195936628252226,0.0225950505166962
9,2.5e-09,0.269596292705518,32.7594979407227,0.185753329067069,0.0230707587556323
9,2.5e-09,0.294363064591703,42.6685576536357,0.186621380036305,0.0208488106645469
9,2.5e-08,0.189229992162144,33.6175768452679,0.181339659159279,0.0121829864021731
9,2.5e-08,0.159934521289813,48.2749740283368,0.150484218337691,0.0131700880134551
9,2.5e-08,0.168444376649379,41.7282404110155,0.164183058154273,0.0135344388093755
9,2.5e-07,0.0691685383204055,40.6412114905603,0.0489516550369484,0.00142038026987544
9,2.5e-07,0.0571590212441391,44.9950635806993,0.0586091393101017,0.00274103921369004
9,2.5e-07,0.077786468965338,39.0869117359488,0.0772701816650103,0.00138163817467097
9,2.5e-06,0.0145289677088314,31.3072219438043,-0.00291431789301724,8.08867874246972e-05
9,2.5e-06,0.0266698171351715,53.6959274742716,0.00449917425425555,0.00163061835832025
9,2.5e-06,0.0181289282728722,36.5571776204812,-0.00960162236238124,0.00229164983389167
9,2.5e-05,-0.0117609611748932,25.4845219526653,0.0154063081453016,0.000172656642346209
9,2.5e-05,-0.00613567696440845,41.1659670050375,0.00454009978671554,-0.000509712608725676
9,2.5e-05,-0.019706515908989,49.2532966647699,0.00573438977371174,-0.00053909955538661
