t,epo_level,p1EpoRpJAK2_Obs,SHP1_Obs,SHP1Act_Obs,CIS_Obs
18,2.5e-09,-0.00670256685389248,37.4503761077917,0.0179547605418596,0.0625725025930587
18,2.5e-09,0.00363574613759273,51.627186364992,0.0131898836525747,-0.115373375048598
18,2.5e-09,0.0149084508622255,36.5126111015691,0.0262457533757577,-0.0473980957949065
18,2.5e-08,-0.00193495039379561,30.7122554949517,0.0509469792581728,-0.0361072808409894
18,2.5e-08,0.0200322502569818,45.4283079523808,0.0292009117497185,0.0978878326870482
18,2.5e-08,0.0213628444498312,41.2348235779617,0.0419630914344956,0.0928183342090372
18,1.25e-07,0.0322163702445339,46.9001104786685,0.0956539133278809,0.113599207365142
18,1.25e-07,0.0373823338425629,37.035647564977,0.0727370254922178,0.113523481123173
18,1.25e-07,0.0494954848005918,32.5206465501247,0.0871532340960813,0.18048070466567
18,2.5e-07,0.051543537460849,21.1864464306453,0.136566045989171,0.208078750493588
18,2.5e-07,0.0540654611704545,41.5639706322957,0.0809171516912238,0.189862049742067
18,2.5e-07,0.0770740001453391,28.1425185208622,0.091741352523611,0.323775760879413
18,1.25e-06,0.128075522038333,40.2132199402078,0.221393136278679,0.73123747668497
18,1.25e-06,0.150642867318804,43.8714463642972,0.233794402764717,0.750811104617618
18,1.25e-06,0.153268954579804,44.0490924252707,0.165223483901804,0.6926302063769
18,2.5e-06,0.18843221130326,38.8763853845822,0.258699030136045,0.989916526782758
18,2.5e-06,0.189872588204029,25.2421039525549,0.245283059688547,0.828723282526176
18,2.5e-06,0.189959237163801,40.0365281085137,0.248027657447801,0.904024183910608
