timepoint,Bac_Obs,cGlu_Obs,Ind_Obs
0,0.00759810474493842,0.00938362176699725,0.000840917850934525
400,0.0122308445985197,0.277717966535418,0.0018523042795375
750,0.00813778708297807,NaN,NaN
800,NaN,0.587744180749496,NaN
850,NaN,NaN,0.00325692766168459
1000,0.00889017418909952,0.823216929044298,NaN
1500,0.00759621076308539,0.955633094184628,0.00915428006401438
2000,0.0142129528526246,1.97891066675309,0.0164578748687145
2500,0.0711618603228063,NaN,0.0466813592217907
3000,0.710177561534157,9.03305166328719,0.306035729947269
3500,NaN,6.7926630986419,0.368608885765123
4000,1.02767434885732,8.45984182216523,NaN
4500,NaN,NaN,0.240671154659018
5000,1.4295460238028,4.90820248129582,NaN
5500,NaN,NaN,0.146872229824559
6000,0.982615231338005,5.83703263653156,NaN
7000,1.59000645129776,3.03069441187054,0.125169561879832
8000,NaN,NaN,0.078353797890246
8500,0.736541333277385,4.10363961422423,NaN
