timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.0179979477908125,6.3216018245239,0,0
150,NaN,8.94796160791617,NaN,NaN
250,0.016360851859665,NaN,NaN,NaN
300,NaN,8.88174316757077,NaN,NaN
400,NaN,NaN,0.429526124386074,0.000855975154910083
450,0.0161944133938469,9.38388909854074,NaN,NaN
600,NaN,11.8194371440749,NaN,NaN
700,0.0146183552602814,NaN,NaN,NaN
800,NaN,11.0918798598762,0.573181438111612,NaN
850,NaN,NaN,NaN,0.00395943352553086
1000,0.0157509794429289,8.62075428019364,NaN,NaN
1500,0.0164978223545323,12.7512321176156,1.26954512368706,0.0158484733466587
2000,0.114209981879832,8.19608891149237,2.72193372498754,0.0442716464213423
2500,0.610072631680907,2.65596348591734,NaN,NaN
3000,0.99803926074388,0.153651879287882,7.77144094378365,0.582715558573213
3500,NaN,0.0166598694613532,5.90154656021071,0.547731340042909
4000,0.868576936827169,NaN,4.80808425098139,0.295725759261346
4500,0.93564177128507,NaN,NaN,NaN
5000,NaN,NaN,3.11977788077169,0.23818767856579
6000,NaN,NaN,3.04510493700922,0.146029972812781
7000,NaN,NaN,3.06632325263616,0.0797133422864814
8500,NaN,NaN,2.14372943305124,0.0600558092176498
