timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.0206589198246379,7.8250745820485,0,0
150,0.0229926117252117,9.83340246814405,NaN,NaN
300,0.052426399982329,10.8590753048766,NaN,NaN
350,NaN,NaN,NaN,0.000535550416067123
400,NaN,NaN,0.574627292533427,NaN
450,0.0793502910831259,7.55257370096431,NaN,NaN
650,0.145276809242083,7.7695899807499,NaN,NaN
700,NaN,NaN,NaN,0.0142719416365588
850,0.266486253064649,6.95910762758844,3.62024951550758,NaN
1000,0.330924569227106,5.05382186481791,NaN,0.115186114617573
1500,0.422133694756939,1.71864526332656,6.27638002550426,0.682665795398325
2000,0.660759379012945,0.820351563058656,8.93260648163827,1.21932893852855
2500,0.393525317763592,0.288935738228643,6.48264254348641,0.980876433759981
3000,0.496525814231867,0.103964757789685,7.68393228544473,0.893405265285689
3500,NaN,NaN,5.13499297548346,0.716869147077658
4000,NaN,NaN,NaN,0.714110914271781
4500,NaN,NaN,5.86796975026196,NaN
5000,NaN,NaN,NaN,0.61860395191979
5500,NaN,NaN,6.10554657929421,NaN
6000,NaN,NaN,NaN,0.287485130034589
7000,NaN,NaN,5.45194919503178,0.374660095364032
8500,NaN,NaN,2.28114314540317,NaN
