timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.0167428830858293,9.72548173269015,0,0
150,0.031921626221727,8.64471861019818,NaN,NaN
300,0.0657926808039983,10.1353507368084,NaN,NaN
350,NaN,NaN,NaN,0.000717519148207291
450,0.126185647072862,NaN,0.844784813969252,NaN
500,NaN,9.2789216350835,NaN,NaN
600,0.227143087855482,NaN,NaN,NaN
650,NaN,6.28924040414353,NaN,NaN
750,0.498801856070937,NaN,NaN,0.0391072838400626
850,NaN,5.13262626998591,4.9350755433832,NaN
950,0.685970831094515,NaN,NaN,NaN
1000,0.93165197132694,3.2519901888485,NaN,0.192876571038392
1500,1.67924512309041,0.361421391055244,12.0836670815427,0.740010183213911
2000,1.01375207103373,0.017649056802629,5.98938860305732,1.253390169674
2500,1.2629978671462,0.0135603969564228,6.14828328461565,0.858802700360338
3000,1.70521362788014,0.00955963865410907,6.18398556986054,1.06693181905013
4000,NaN,NaN,4.57856055612662,0.635272002773766
4500,NaN,NaN,4.49095639811106,NaN
5000,NaN,NaN,NaN,0.573359009750999
6000,NaN,NaN,3.95814372640715,0.308199612111965
7000,NaN,NaN,3.73017734849172,0.272100343204618
8500,NaN,NaN,3.06303806954773,NaN
