timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.0141444701832622,10.2132752215715,0,0
400,0.0216188018084858,11.4947089261987,NaN,0.00138122806065611
450,NaN,NaN,0.0927699312749095,NaN
750,0.0331261454240714,10.591990359793,NaN,NaN
800,NaN,NaN,NaN,0.0141461737432982
900,NaN,NaN,0.181799790402763,NaN
1000,0.0409373238323917,10.8325976802319,NaN,0.0281480435309274
1500,0.0984482006777609,10.0348307839676,0.480034894561942,0.0956459839453934
2000,0.139788926556598,10.1432970438332,0.447210126159252,0.239041385372643
2500,0.219664241402808,6.51552671138665,0.674119816050121,0.445265392373228
3000,NaN,NaN,0.87620706925771,NaN
3500,0.504082122460789,5.53163715372281,NaN,0.785972915317764
4000,0.515465224896668,4.70149219136115,0.792759681018933,0.889096357004417
5000,0.491040754798948,2.45560410571414,0.671736023309124,0.630926405246065
6000,0.507638805873332,1.42512513935145,0.589150609803041,0.299730622426145
7000,0.652452253271029,NaN,0.433413281069575,0.101953827242804
7500,NaN,0.481120814392746,NaN,NaN
8500,0.461569019760858,NaN,0.19806581871235,NaN
