timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.0130698838535249,11.7803068311188,0,0
350,NaN,NaN,NaN,0.00166531783607581
400,0.0306188944291762,12.0346835168265,NaN,NaN
500,NaN,NaN,0.116172677529962,NaN
650,NaN,NaN,NaN,0.0111844475524828
750,0.0345717220826745,NaN,NaN,NaN
850,NaN,9.47359682362831,NaN,NaN
1000,0.0646798607821194,NaN,0.260912173079765,0.0482264119858753
1500,0.108898778376278,9.22233088258038,0.449228034915182,0.160341696974214
2000,0.197638479944958,9.16697276226397,0.688152648037003,0.271763025164059
2500,0.265694840990151,8.40051582051497,NaN,0.57736174246437
3000,0.411562083846748,4.99202930484748,0.805331184496106,0.921568923967272
3500,NaN,NaN,0.671767759851347,0.862412195617595
4000,0.712856564330949,3.28060360307396,NaN,0.819340514308175
4500,NaN,2.39499079216348,0.49321693537536,NaN
5000,0.617906792447678,NaN,NaN,0.401536280154747
5500,NaN,NaN,0.456361912140462,NaN
6000,0.82471955138837,0.48591656978688,NaN,0.15818119101551
7000,0.782611995833734,0.231021124034278,0.239555221691023,NaN
8500,0.659703312807447,NaN,0.142208675014281,NaN
