timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.0163212732134736,7.28057835523424,0,0
250,0.0264741222820355,NaN,NaN,NaN
300,NaN,8.99334942838978,NaN,NaN
400,NaN,NaN,0.47441925740784,NaN
450,0.0353090541125623,NaN,NaN,0.000677843911135752
600,NaN,9.46259283643851,NaN,NaN
700,0.0582938531627288,NaN,NaN,NaN
850,NaN,NaN,1.5222918737791,NaN
900,NaN,10.400658279858,NaN,0.0126675616820303
1000,0.154872445078162,8.92829169447861,NaN,NaN
1500,0.271282050199921,4.31782050609387,4.96866213070931,0.19504888364473
2000,0.399805186920579,2.21618546877156,7.14247253309814,0.476330602775554
2500,0.293308317870884,1.02384443226482,6.69161560732005,0.642121255336434
3000,0.420892128601736,0.453711536301403,5.39149359898989,0.983123253814594
3500,NaN,0.188422540940904,7.68018587521811,NaN
4000,0.345683458449146,NaN,NaN,0.61641230327486
4500,NaN,0.0601546571516602,3.85323522709285,0.60613124044911
5000,NaN,0.0324669514266167,NaN,NaN
5500,NaN,NaN,4.746518959551,0.586075978979048
7000,NaN,NaN,3.44602679901332,0.349644470810662
8000,NaN,NaN,NaN,0.271578749663562
8500,NaN,NaN,3.31617172322367,NaN
