timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.0171676588929593,10.1922574140096,0,0
200,0.0216220468042767,NaN,NaN,NaN
350,NaN,NaN,NaN,0.00319903006992947
400,NaN,9.6501594645237,NaN,NaN
450,0.0545746691661289,NaN,0.142499479451579,NaN
650,0.12800473776527,NaN,NaN,NaN
700,NaN,NaN,NaN,0.0320598276083223
800,NaN,13.9251135724004,NaN,NaN
900,0.179871031677503,NaN,0.435493278113091,NaN
1000,0.184454142740206,8.76217921007349,NaN,0.234131721385288
1500,0.41005181799443,8.95369073736483,0.835204942666105,0.825597661870032
2000,0.561215442500539,7.65092297613965,1.25378051848978,1.072616676673
2500,0.524899844871724,4.7111548390621,0.778536571513579,0.777663557627361
3000,0.691929527371996,NaN,0.681209145985228,0.701943147696002
3500,NaN,2.46665672051584,NaN,0.418623204733387
4000,0.551653493244689,1.97683548041485,0.544377644862336,NaN
4500,NaN,NaN,0.522186563310594,0.275680770930063
5000,NaN,0.653052534271086,NaN,NaN
5500,NaN,NaN,NaN,0.192072732044371
6000,NaN,0.493146182339439,0.281547715102627,NaN
6500,NaN,NaN,NaN,0.0718365723272844
7000,NaN,0.236773436245283,0.255540638443779,NaN
8500,NaN,0.0954643709590703,0.13435948935567,NaN
