timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.0135004177912214,11.9485641752235,0,0
400,0.0356026464260959,NaN,NaN,0.00202726628566079
450,NaN,9.43881757719611,0.132980368601714,NaN
800,NaN,NaN,NaN,0.0280161428773878
850,0.0781679977744957,NaN,NaN,NaN
900,NaN,8.55973439084089,NaN,NaN
950,NaN,NaN,0.386373664551409,NaN
1500,0.317507594302447,8.91353421693618,1.01495949455758,0.436562514272515
2000,0.719570755664354,5.68250409703563,1.09446189969991,0.774248972301279
2500,0.834753196200896,4.34513390302897,1.18251499315312,NaN
3000,0.773005931359372,2.84777934591592,NaN,0.732577291229524
3500,0.866232659620842,NaN,0.584726192588923,0.819389400098304
4000,NaN,1.04459330197546,NaN,0.351656668929329
4500,1.27762221394263,NaN,0.404930246680513,NaN
5000,NaN,0.394302290295965,NaN,0.196715118219044
5500,0.717333060966144,NaN,0.337669096009782,NaN
6000,NaN,0.117963638201148,NaN,0.0787194497335923
7000,1.09180256868757,NaN,0.116716274493055,0.0328215248767316
7500,NaN,0.0234949372460881,NaN,NaN
8500,1.39865562650062,NaN,0.0959502430836129,0.0116617751367627
